,알라딘_순위,제목,알라딘_저자,알라딘_출판사,알라딘_출간일,알라딘_별점,알라딘_장르,상명장르,알라딘_가격
1032,"

33.  
","욕망의 진화 : 사랑, 연애, 섹스, 결혼 남녀의 엇갈린 욕망에 담긴 진실","데이비드 버스 (지은이), 전중환 (옮긴이) ", 사이언스북스 , 2019년 11월,4.0,인문학,인문,"17,600"
1033,"

34.  
",옥스퍼드 오늘의 단어책,"수지 덴트 (지은이), 고정아 (옮긴이) ", 윌북 , 2023년 1월,4.5,인문학,인문,"13,900"
1034,"

35.  
",어슐러 K. 르 귄의 말,"어슐러 K. 르 귄 (지은이), 이수현 (옮긴이) ", 마음산책 , 2023년 1월,5.0,인문학,인문,"10,080"
1035,"

36.  
",우울할 땐 뇌 과학,"앨릭스 코브 (지은이), 정지인 (옮긴이) ", 심심 , 2018년 3월,4.0,인문학,인문,"12,750"
1036,"

37.  
",딜레마 사전,"안젤라 애커만, 베카 푸글리시 (지은이), 오수원 (옮긴이) ", 윌북 , 2022년 8월,4.5,인문학,인문,"15,400"
1037,"

38.  
",나는 왜 생각이 많을까?,"홋타 슈고 (지은이), 윤지나 (옮긴이) ", 서사원 , 2021년 8월,4.5,인문학,인문,"10,000"
1038,"

39.  
",조국의 법고전 산책,조국 (지은이) , 오마이북 , 2022년 12월,5.0,인문학,인문,"15,400"
1039,"

40.  
",몸이 아프다고 생각했습니다,"앨러스테어 샌트하우스 (지은이), 신소희 (옮긴이) ", 심심 , 2022년 12월,5.0,인문학,인문,"15,120"
1040,"

41.  
",소크라테스 익스프레스,"에릭 와이너 (지은이), 김하현 (옮긴이) ", 어크로스 , 2021년 5월,4.5,인문학,인문,"12,500"
1041,"

42.  
",도파민네이션,"애나 렘키 (지은이), 김두완 (옮긴이) ", 흐름출판 , 2022년 4월,4.5,인문학,인문,"14,400"
1042,"

43.  
",우리는 여전히 삶을 사랑하는가,"에리히 프롬 (지은이), 라이너 풍크 (엮은이), 장혜경 (옮긴이) ", 김영사 , 2022년 2월,5.0,인문학,인문,"9,900"
1043,"

44.  
",빅터 프랭클의 죽음의 수용소에서,"빅터 프랭클 (지은이), 이시형 (옮긴이) ", 청아출판사 , 2020년 7월,4.5,인문학,인문,"7,800"
1044,"

45.  
",차라투스트라는 이렇게 말했다,"프리드리히 니체 (지은이), 장희창 (옮긴이) ", 민음사 , 2012년 10월,4.0,인문학,인문,"7,700"
1045,"

46.  
",나의 사주명리,현묘 (지은이) , 날(도서출판) , 2022년 11월,5.0,인문학,인문,"12,600"
1046,"

47.  
",은유의 글쓰기 상담소,은유 (지은이) , 김영사 , 2023년 1월,5.0,인문학,인문,"10,400"
1047,"

48.  
",익스텐드 마인드,"애니 머피 폴 (지은이), 이정미 (옮긴이) ", 알에이치코리아(RHK) , 2022년 11월,5.0,인문학,인문,"14,000"
1048,"

49.  
",신은 성서를 쓰지 않았다,"카럴 판스하이크, 카이 미헬 (지은이), 추선영 (옮긴이) ", 시공사 , 2023년 1월,5.0,인문학,인문,"27,300"
1049,"

50.  
",사소절,"이덕무 (지은이), 이동희 (옮긴이) ", 전통문화연구회 , 2013년 6월,4.5,인문학,인문,"3,000"
1050,"

51.  
",팩트풀니스 : 우리가 세상을 오해하는 10가지 이유와 세상이 생각보다 괜찮은 이유,"올라 로슬링, 안나 로슬링 뢴룬드, 한스 로슬링 (지은이), 이창신 (옮긴이) ", 김영사 , 2018년 2월,4.5,인문학,인문,"11,880"
1051,"

52.  
",공감의 배신,"폴 블룸 (지은이), 이은진 (옮긴이) ", 시공사 , 2019년 8월,4.0,인문학,인문,"12,000"
1052,"

53.  
",인간의 흑역사 : 인간의 욕심은 끝이 없고 똑같은 실수를 반복한다,"톰 필립스 (지은이), 홍한결 (옮긴이) ", 윌북 , 2019년 10월,4.5,인문학,인문,"10,900"
1053,"

54.  
",인생이 지옥처럼 느껴질 때,"마샤 리네한 (지은이), 박지니, 정미나 (옮긴이) ", 비잉(Being) , 2022년 4월,3.0,인문학,인문,"14,000"
1054,"

55.  
",빈곤 과정,조문영 (지은이) , 글항아리 , 2022년 12월,4.0,인문학,인문,"18,000"
1055,"

56.  
",설득의 심리학 2 (개정판),"노아 골드스타인, 스티브 마틴, 로버트 치알디니 (지은이), 윤미나 (옮긴이) ", 21세기북스 , 2015년 1월,4.0,인문학,인문,"12,000"
1056,"

57.  
",건강의 뇌과학,"제임스 굿윈 (지은이), 박세연 (옮긴이) ", 현대지성 , 2022년 7월,5.0,인문학,인문,"15,000"
1057,"

58.  
","철학자 들뢰즈, 화가 베이컨을 말하다",박정태 (지은이) , 이학사 , 2019년 1월,5.0,인문학,인문,"9,800"
1058,"

59.  
",마음의 법칙,"폴커 키츠, 마누엘 투쉬 (지은이), 김희상 (옮긴이) ", 포레스트북스 , 2022년 2월,4.5,인문학,인문,"11,200"
1059,"

60.  
",군주론,"니콜로 마키아벨리 (지은이), 이시연 (옮긴이) ", 더클래식 , 2018년 11월,4.5,인문학,인문,"2,200"
1060,"

61.  
",명상록 : 철학자 황제가 전쟁터에서 자신에게 쓴 일기,"마르쿠스 아우렐리우스 (지은이), 박문재 (옮긴이) ", 현대지성 , 2018년 4월,4.5,인문학,인문,"5,500"
1061,"

62.  
",트라우마 사전,"안젤라 애커만, 베카 푸글리시 (지은이), 임상훈 (옮긴이) ", 윌북 , 2020년 4월,5.0,인문학,인문,"15,900"
1062,"

63.  
",유혹의 기술,강미경 (옮긴이) , 웅진지식하우스 , 2014년 10월,4.5,인문학,인문,"14,500"
1063,"

64.  
",유혹하는 글쓰기 : 스티븐 킹의 창작론,"스티븐 킹 (지은이), 김진준 (옮긴이) ", 김영사 , 2020년 2월,4.5,인문학,인문,"7,920"
1064,"

65.  
",홀로서기 심리학,"라라 E. 필딩 (지은이), 이지민 (옮긴이) ", 메이븐 , 2020년 11월,5.0,인문학,인문,"10,500"
1065,"

66.  
",놓아버림,"데이비드 호킨스 (지은이), 박찬준 (옮긴이) ", 판미동 , 2013년 11월,5.0,인문학,인문,"13,300"
1066,"

67.  
",마이너 필링스,"캐시 박 홍 (지은이), 노시내 (옮긴이) ", 마티 , 2021년 11월,4.5,인문학,인문,"10,800"
1067,"

68.  
",어떻게든 완성시켜드립니다,"도나 바커 (지은이), 이한이 (옮긴이) ", 위즈덤하우스 , 2023년 1월,5.0,인문학,인문,"11,200"
1068,"

69.  
",나는 왜 네 말이 힘들까,박재연 (지은이) , 한빛라이프 , 2020년 7월,4.5,인문학,인문,"12,060"
1069,"

70.  
",사랑 수업,윤홍균 (지은이) , 심플라이프 , 2020년 12월,4.5,인문학,인문,"11,500"
1070,"

71.  
",타인의 마음,"김경일, 사피엔스 스튜디오 (지은이) ", 샘터사 , 2022년 12월,5.0,인문학,인문,"12,600"
1071,"

72.  
",과학이 사랑에 대해 말해줄 수 있는 모든 것,"애나 마친 (지은이), 제효영 (옮긴이) ", 어크로스 , 2022년 12월,4.5,인문학,인문,"14,000"
1072,"

73.  
",미움받을 용기 (200만 부 기념 스페셜 에디션),"기시미 이치로, 고가 후미타케 (지은이), 전경아 (옮긴이) ", 인플루엔셜(주) , 2023년 1월,4.5,인문학,인문,"12,700"
1073,"

74.  
",비폭력 대화,"마셜 B. 로젠버그 (지은이), 캐서린 한 (옮긴이) ", 한국NVC출판사 , 2022년 10월,4.5,인문학,인문,"12,600"
1074,"

75.  
",한편 9호 : 외모,민음사 편집부 (엮은이) , 민음사 , 2022년 9월,0.0,인문학,인문,"7,000"
1075,"

76.  
",겸손한 공감,김병수 (지은이) , 더퀘스트 , 2022년 4월,5.0,인문학,인문,"11,200"
1076,"

77.  
",백전백승 웹소설 스토리 디자인,김선민 (지은이) , 허들링북스 , 2022년 12월,5.0,인문학,인문,"13,000"
1077,"

78.  
",감정은 습관이다,박용철 (지은이) , 유노책주 , 2023년 1월,5.0,인문학,인문,"13,000"
1078,"

79.  
",블루프린트,"니컬러스 A. 크리스타키스 (지은이), 이한음 (옮긴이) ", 부키 , 2022년 12월,4.5,인문학,인문,"23,500"
1079,"

80.  
",나는 어떻게 성형미인이 되었나,임소연 (지은이) , 돌베개 , 2022년 12월,5.0,인문학,인문,"10,500"
1080,"

81.  
",한 문장이라도 제대로 쓰는 법,이연정 (지은이) , 21세기북스 , 2023년 2월,5.0,인문학,인문,"14,400"
1081,"

82.  
",내 문장이 그렇게 이상한가요?,김정선 (지은이) , 유유 , 2016년 3월,4.0,인문학,인문,"8,400"
1082,"

83.  
",생각에 관한 생각,"대니얼 카너먼 (지은이), 이창신 (옮긴이) ", 김영사 , 2018년 4월,4.5,인문학,인문,"15,750"
1083,"

84.  
",최재천의 공부,"최재천, 안희경 (지은이) ", 김영사 , 2022년 5월,4.5,인문학,인문,"10,400"
1084,"

85.  
",지구가 평평하다고 믿는 사람과 즐겁고 생산적인 대화를 나누는 법,"리 매킨타이어 (지은이), 노윤기 (옮긴이) ", 위즈덤하우스 , 2022년 12월,4.5,인문학,인문,"15,400"
1085,"

86.  
",나는 왜 나를 함부로 대할까,문요한 (지은이) , 해냄출판사 , 2022년 7월,5.0,인문학,인문,"10,080"
1086,"

87.  
",문제적 캐릭터 심리 사전,"한민, 박성미, 유지현 (지은이) ", 시크릿하우스 , 2022년 10월,5.0,인문학,인문,"12,600"
1087,"

88.  
",과거가 남긴 우울 미래가 보낸 불안,김아라 (지은이) , 유노북스 , 2022년 8월,5.0,인문학,인문,"14,000"
1088,"

89.  
",사이코패스 뇌과학자,"제임스 팰런 (지은이), 김미선 (옮긴이) ", 더퀘스트 , 2020년 10월,4.5,인문학,인문,"12,800"
1089,"

90.  
",첫 문장의 힘,"샌드라 거스 (지은이), 지여울 (옮긴이) ", 윌북 , 2022년 3월,4.5,인문학,인문,"10,360"
1090,"

91.  
",아리스토텔레스 시학 (그리스어 원전 완역본),"아리스토텔레스 (지은이), 박문재 (옮긴이) ", 현대지성 , 2021년 3월,5.0,인문학,인문,"4,950"
1091,"

92.  
",나는 왜 집중하지 못하는가,반건호 (지은이) , 라이프앤페이지 , 2022년 4월,4.5,인문학,인문,"11,200"
1092,"

93.  
","다시, 어떻게 읽을 것인가","나오미 배런 (지은이), 전병근 (옮긴이) ", 어크로스 , 2023년 1월,4.5,인문학,인문,"14,000"
1093,"

94.  
",의존성 성격장애와 회피성 성격장애,"민병배, 남기숙 (지은이) ", 학지사 , 2018년 10월,5.0,인문학,인문,"7,600"
1094,"

95.  
",리추얼의 종말,"한병철 (지은이), 전대호 (옮긴이) ", 김영사 , 2021년 10월,5.0,인문학,인문,"8,820"
1095,"

96.  
",참 괜찮은 태도,박지현 (지은이) , 메이븐 , 2022년 9월,5.0,인문학,인문,"11,800"
1096,"

97.  
",사물의 소멸,"한병철 (지은이), 전대호 (옮긴이) ", 김영사 , 2022년 9월,5.0,인문학,인문,"11,250"
1097,"

98.  
",틸리 서양철학사,"프랭크 틸리 (지은이), 김기찬 (옮긴이) ", 현대지성 , 2020년 3월,4.5,인문학,인문,"15,500"
1098,"

99.  
",돌봄과 작업,"홍한별, 정서경, 서유미 (지은이) ", 돌고래 , 2022년 12월,4.5,인문학,인문,"12,000"
1099,"

100.  
",하멜 표류기 : 1668년 오리지널 초판본 표지디자인,"헨드릭 하멜 (지은이), 유동익 (옮긴이) ", 더스토리 , 2020년 2월,5.0,인문학,인문,"1,980"
1100,"

1.  
",사이토 히토리의 1퍼센트 부자의법칙,"사이토 히토리 (지은이), 김진아 (옮긴이) ", 나비스쿨 , 2023년 2월,5.0,자기계발,에세이/산문,"12,000"
1101,"

2.  
",김미경의 마흔 수업,김미경 (지은이) , 어웨이크북스 , 2023년 2월,4.5,자기계발,에세이/산문,"12,600"
1102,"

3.  
",만일 내가 인생을 다시 산다면 (10만 부 기념 스페셜 에디션),김혜남 (지은이) , 메이븐 , 2022년 11월,4.5,자기계발,에세이/산문,"12,000"
1103,"

4.  
",역행자,자청 (지은이) , 웅진지식하우스 , 2022년 5월,4.0,자기계발,에세이/산문,"11,070"
1104,"

5.  
",원씽,"게리 켈러, 제이 파파산 (지은이), 구세희 (옮긴이) ", 비즈니스북스 , 2013년 8월,4.0,자기계발,에세이/산문,"10,000"
1105,"

6.  
",무조건 합격하는 암기의 기술,이윤규 (지은이) , 더퀘스트 , 2023년 1월,5.0,자기계발,에세이/산문,"15,040"
1106,"

7.  
",데일 카네기 인간관계론,"데일 카네기 (지은이), 임상훈 (옮긴이) ", 현대지성 , 2019년 10월,4.5,자기계발,에세이/산문,"5,500"
1107,"

8.  
",보도 섀퍼 부의 레버리지,"보도 섀퍼 (지은이), 한윤진 (옮긴이) ", 비즈니스북스 , 2023년 2월,5.0,자기계발,에세이/산문,"11,030"
1108,"

9.  
",어른의 어휘 공부,신효원 (지은이) , 책장속북스 , 2022년 9월,5.0,자기계발,에세이/산문,"12,800"
1109,"

10.  
",모든 것이 괜찮아지는 기술,"데런 브라운 (지은이), 김정희 (옮긴이) ", 너를위한 , 2023년 1월,5.0,자기계발,에세이/산문,"12,300"
1110,"

11.  
",챗GPT,반병현 (지은이) , 생능북스 , 2023년 2월,4.5,자기계발,에세이/산문,"11,000"
1111,"

12.  
",게으른 완벽주의자를 위한 심리학,"헤이든 핀치 (지은이), 이은정 (옮긴이) ", 시크릿하우스 , 2022년 8월,5.0,자기계발,에세이/산문,"11,900"
1112,"

13.  
",데일 카네기 자기 관리론 (국내 최초 무삭제 완역본),"데일 카네기 (지은이), 유광선(WILDS), 김광수 (옮긴이) ", 와일드북 , 2023년 1월,5.0,자기계발,에세이/산문,"4,500"
1113,"

14.  
",그릿(50만부 판매 기념 리커버 골드에디션),"앤절라 더크워스 (지은이), 김미정 (옮긴이) ", 비즈니스북스 , 2019년 2월,4.5,자기계발,에세이/산문,"12,600"
1114,"

15.  
",아주 작은 습관의 힘,"제임스 클리어 (지은이), 이한이 (옮긴이) ", 비즈니스북스 , 2019년 2월,4.5,자기계발,에세이/산문,"11,200"
1115,"

16.  
",진짜 쓰는 실무 엑셀,오빠두(전진권) (지은이) , 제이펍 , 2022년 9월,5.0,자기계발,에세이/산문,"14,700"
1116,"

17.  
",되는 사람,"도널드 밀러 (지은이), 김은영 (옮긴이) ", 윌북 , 2023년 2월,5.0,자기계발,에세이/산문,"12,500"
1117,"

18.  
",사람을 얻는 지혜 (스페인어 원전 완역본),"발타자르 그라시안 (지은이), 김유경 (옮긴이) ", 현대지성 , 2022년 10월,5.0,자기계발,에세이/산문,"6,900"
1118,"

19.  
",부는 어디서 오는가,"월리스 D. 와틀스 (지은이), 이상미 (옮긴이) ", 포레스트북스 , 2022년 12월,4.5,자기계발,에세이/산문,"10,500"
1119,"

20.  
",신경 끄기 연습,"나이토 요시히토 (지은이), 김한나 (옮긴이) ", 유노책주 , 2023년 1월,5.0,자기계발,에세이/산문,"12,000"
1120,"

21.  
",레버리지 (20만 부 기념 블랙에디션),"롭 무어 (지은이), 김유미 (옮긴이) ", 다산북스 , 2023년 2월,4.0,자기계발,에세이/산문,"11,340"
1121,"

22.  
",데일 카네기 자기관리론,데일 카네기 (지은이) , 현대지성 , 2021년 1월,4.5,자기계발,에세이/산문,"5,500"
1122,"

23.  
","우리, 편하게 말해요",이금희 (지은이) , 웅진지식하우스 , 2022년 10월,4.5,자기계발,에세이/산문,"10,800"
1123,"

24.  
",일생에 단 한번은 독기를 품어라,권민창 (지은이) , 마인드셋 , 2023년 2월,5.0,자기계발,에세이/산문,"11,000"
1124,"

25.  
",타이탄의 도구들,"팀 페리스 (지은이), 박선령, 정지현 (옮긴이) ", 토네이도 , 2017년 4월,4.0,자기계발,에세이/산문,"14,400"
1125,"

26.  
",설득의 심리학 (개정판),"로버트 치알디니 (지은이), 황혜숙 (옮긴이) ", 21세기북스 , 2013년 8월,4.5,자기계발,에세이/산문,"12,800"
1126,"

27.  
",10배의 법칙,"그랜트 카돈 (지은이), 최은아 (옮긴이) ", 부키 , 2022년 4월,4.5,자기계발,에세이/산문,"12,000"
1127,"

28.  
",데일리 필로소피,"라이언 홀리데이, 스티븐 핸슬먼 (지은이), 장원철 (옮긴이) ", 다산초당 , 2021년 12월,4.5,자기계발,에세이/산문,"12,600"
1128,"

29.  
",웰씽킹,켈리 최 (지은이) , 다산북스 , 2021년 11월,4.5,자기계발,에세이/산문,"11,200"
1129,"

30.  
",합리적 남자,"롤로 토마시 (지은이), 임현진 (옮긴이) ", 아니마 , 2020년 2월,4.5,자기계발,에세이/산문,"7,800"
1130,"

31.  
",멘탈을 바꿔야 인생이 바뀐다,박세니 (지은이) , 마인드셋 , 2022년 5월,4.0,자기계발,에세이/산문,"11,000"
1131,"

32.  
",생각하라 그리고 부자가 되어라,"나폴레온 힐 (지은이), 빌 하틀리 (엮은이), 이한이 (옮긴이) ", 반니 , 2021년 6월,4.0,자기계발,에세이/산문,"13,000"
1132,"

33.  
",The Secret 시크릿,"론다 번 (지은이), 김우열 (옮긴이) ", 살림Biz , 2012년 10월,4.0,자기계발,에세이/산문,"9,000"
1133,"

34.  
",조셉 머피 끌어당김의 기적,"조셉 머피 (지은이), 조율리 (옮긴이) ", 다산북스 , 2023년 1월,4.5,자기계발,에세이/산문,"15,400"
1134,"

35.  
",처음 20시간의 법칙,"조시 카우프만 (지은이), 방영호, 조혜란 (옮긴이) ", 알키 , 2014년 3월,4.0,자기계발,에세이/산문,"9,700"
1135,"

36.  
",당신의 뇌는 최적화를 원한다,"가바사와 시온 (지은이), 오시연 (옮긴이) ", 쌤앤파커스 , 2019년 2월,4.0,자기계발,에세이/산문,"10,500"
1136,"

37.  
",[요약발췌본] 하버드 100년 전통 말하기 수업,"이에스더 (옮긴이), 선호제 (낭독) ", 리드리드출판(한국능률협회) , 2020년 7월,4.5,자기계발,에세이/산문,"6,000"
1137,"

38.  
",지금 이 순간을 살아라,"에크하르트 톨레 (지은이), 노혜숙, 유영일 (옮긴이) ", 양문 , 2014년 5월,4.5,자기계발,에세이/산문,"7,500"
1138,"

39.  
",회복탄력성 (리커버),김주환 (지은이) , 위즈덤하우스 , 2019년 4월,5.0,자기계발,에세이/산문,"10,360"
1139,"

40.  
",가진 돈은 몽땅 써라,"호리에 다카후미 (지은이), 윤지나 (옮긴이) ", 쌤앤파커스 , 2022년 6월,4.0,자기계발,에세이/산문,"9,800"
1140,"

41.  
",당신도 초자연적이 될 수 있다,"조 디스펜자 (지은이), 추미란 (옮긴이) ", 샨티 , 2022년 11월,4.5,자기계발,에세이/산문,"22,000"
1141,"

42.  
",악마의 연애술 : 그를 내 남자로 만드는 긴자의 법칙 133,"나비 (지은이), 신현정 (옮긴이) ", 새움 , 2013년 4월,4.0,자기계발,에세이/산문,"7,200"
1142,"

43.  
","부자는 됐고, 적당히 벌고 적당히 잘사는 법","풍백(임다혜) (지은이), 화이트아울프로젝트 (옮긴이) ", 잇콘 , 2023년 1월,5.0,자기계발,에세이/산문,"11,200"
1143,"

44.  
",일 잘하는 디자이너,"시부야 료이치(파치파치 디자인) (지은이), 안동현 (옮긴이) ", 이지스퍼블리싱 , 2023년 2월,5.0,자기계발,에세이/산문,"11,000"
1144,"

45.  
",사람을 얻는 지혜,"발타자르 그라시안 (지은이), 임정재 (옮긴이) ", 타커스(끌레마) , 2016년 3월,5.0,자기계발,에세이/산문,"7,590"
1145,"

46.  
",나는 무조건 합격하는 공부만 한다,이윤규 (지은이) , 비즈니스북스 , 2019년 12월,4.0,자기계발,에세이/산문,"10,500"
1146,"

47.  
",비상식적 성공 법칙,"간다 마사노리 (지은이), 서승범 (옮긴이) ", 생각지도 , 2022년 6월,4.5,자기계발,에세이/산문,"13,000"
1147,"

48.  
",밥 프록터 부의 확신,"밥 프록터 (지은이), 김문주 (옮긴이) ", 비즈니스북스 , 2022년 7월,5.0,자기계발,에세이/산문,"11,200"
1148,"

49.  
",보도 섀퍼의 이기는 습관,"보도 섀퍼 (지은이), 박성원 (옮긴이) ", 토네이도 , 2022년 4월,4.5,자기계발,에세이/산문,"13,600"
1149,"

50.  
",생각이 너무 많은 서른 살에게,김은주 (지은이) , 메이븐 , 2021년 6월,4.0,자기계발,에세이/산문,"11,000"
1150,"

51.  
",밥 프록터의 위대한 확언,"밥 프록터 (지은이), 김잔디 (옮긴이), 조성희 (감수) ", 페이지2(page2) , 2022년 12월,5.0,자기계발,에세이/산문,"12,500"
1151,"

52.  
",설득의 심리학 2 (개정판),"노아 골드스타인, 스티브 마틴, 로버트 치알디니 (지은이), 윤미나 (옮긴이) ", 21세기북스 , 2015년 1월,4.0,자기계발,에세이/산문,"12,000"
1152,"

53.  
",악인론,손수현 (지은이) , 다산북스 , 2023년 2월,0.0,자기계발,에세이/산문,"11,610"
1153,"

54.  
",화이트 스페이스,"줄리엣 펀트 (지은이), 안기순 (옮긴이) ", 알키 , 2023년 2월,5.0,자기계발,에세이/산문,"13,680"
1154,"

55.  
",마음의 법칙,"폴커 키츠, 마누엘 투쉬 (지은이), 김희상 (옮긴이) ", 포레스트북스 , 2022년 2월,4.5,자기계발,에세이/산문,"11,200"
1155,"

56.  
",나는 4시간만 일한다,"팀 페리스 (지은이), 최원형, 윤춘송 (옮긴이) ", 다른상상 , 2017년 10월,4.0,자기계발,에세이/산문,"10,360"
1156,"

57.  
",기브 앤 테이크,"애덤 그랜트 (지은이), 윤태준 (옮긴이) ", 생각연구소 , 2013년 12월,4.5,자기계발,에세이/산문,"11,200"
1157,"

58.  
",더 해빙,"이서윤, 홍주연 (지은이) ", 수오서재 , 2021년 11월,4.0,자기계발,에세이/산문,"12,500"
1158,"

59.  
",유혹의 기술,강미경 (옮긴이) , 웅진지식하우스 , 2014년 10월,4.5,자기계발,에세이/산문,"14,500"
1159,"

60.  
",힘들어도 사람한테 너무 기대지 마세요,정우열 (지은이) , 동양북스(동양문고) , 2022년 5월,5.0,자기계발,에세이/산문,"9,450"
1160,"

61.  
",백만장자 시크릿,"하브 에커 (지은이), 나선숙 (옮긴이) ", 알에이치코리아(RHK) , 2020년 8월,4.5,자기계발,에세이/산문,"11,200"
1161,"

62.  
",더 시스템,"스콧 애덤스 (지은이), 김인수 (옮긴이) ", 베리북 , 2020년 8월,4.0,자기계발,에세이/산문,"11,200"
1162,"

63.  
",찰리 멍거 바이블,"이건, 김재현 (지은이) ", 에프엔미디어 , 2022년 12월,4.5,자기계발,에세이/산문,"17,000"
1163,"

64.  
",나는 무조건 한 번에 합격한다,이형재 (지은이) , 웅진지식하우스 , 2022년 7월,5.0,자기계발,에세이/산문,"12,000"
1164,"

65.  
",사랑 수업,윤홍균 (지은이) , 심플라이프 , 2020년 12월,4.5,자기계발,에세이/산문,"11,500"
1165,"

66.  
",타인의 마음,"김경일, 사피엔스 스튜디오 (지은이) ", 샘터사 , 2022년 12월,5.0,자기계발,에세이/산문,"12,600"
1166,"

67.  
",린치핀,"세스 고딘 (지은이), 윤영삼 (옮긴이) ", 라이스메이커 , 2019년 12월,4.0,자기계발,에세이/산문,"12,600"
1167,"

68.  
",무례한 사람에게 휘둘리지 않는 법,정재훈 (지은이) , 마인드셋 , 2022년 5월,5.0,자기계발,에세이/산문,"10,500"
1168,"

69.  
",무조건 팔리는 카피,"글렌 피셔 (지은이), 박지혜 (옮긴이) ", 동양북스(동양문고) , 2023년 1월,5.0,자기계발,에세이/산문,"13,000"
1169,"

70.  
",시간을 선택하는 기술 블럭식스,정지하(룩말) (지은이) , 한즈미디어 , 2021년 12월,5.0,자기계발,에세이/산문,"11,900"
1170,"

71.  
",마인드셋 (리커버 에디션),"캐롤 드웩 (지은이), 김윤재 (옮긴이) ", 스몰빅라이프 , 2023년 1월,4.0,자기계발,에세이/산문,"12,000"
1171,"

72.  
",지구에서 영어생활자로 살아남는 법,백애리 (지은이) , 그래도봄 , 2023년 2월,5.0,자기계발,에세이/산문,"11,200"
1172,"

73.  
",돈이 되는 말의 법칙 : 돈 버는 체질을 만드는 강력한 시스템,"간다 마사노리 (지은이), 최지현 (옮긴이) ", 살림 , 2017년 1월,0.0,자기계발,에세이/산문,"9,100"
1173,"

74.  
",감정은 습관이다,박용철 (지은이) , 유노책주 , 2023년 1월,5.0,자기계발,에세이/산문,"13,000"
1174,"

75.  
",아이디어가 팔리는 순간,"탬슨 웹스터 (지은이), 박세연 (옮긴이) ", 현대지성 , 2023년 1월,5.0,자기계발,에세이/산문,"11,000"
1175,"

76.  
",운의 심리학,유민지 (지은이) , 쌤앤파커스 , 2023년 2월,4.5,자기계발,에세이/산문,"11,760"
1176,"

77.  
",최재천의 공부,"최재천, 안희경 (지은이) ", 김영사 , 2022년 5월,4.5,자기계발,에세이/산문,"10,400"
1177,"

78.  
",미라클 모닝,"할 엘로드 (지은이), 김현수 (옮긴이) ", 한빛비즈 , 2020년 2월,4.0,자기계발,에세이/산문,"8,400"
1178,"

79.  
",서울 자가에 대기업 다니는 김 부장 이야기 3 : 송 과장 편,송희구 (지은이) , 서삼독 , 2021년 11월,4.5,자기계발,에세이/산문,"12,000"
1179,"

80.  
",프레임,최인철 (지은이) , 21세기북스 , 2021년 7월,5.0,자기계발,에세이/산문,"16,000"
1180,"

81.  
",이유 없는 편안함,노랑검정 (지은이) , 레버리지 , 2020년 2월,4.5,자기계발,에세이/산문,"12,400"
1181,"

82.  
",네빌고다드의 부활,네빌 고다드 (지은이) , 서른세개의계단 , 2013년 12월,4.5,자기계발,에세이/산문,"9,500"
1182,"

83.  
",왓칭 WATCHING,김상운 (지은이) , 정신세계사 , 2016년 1월,4.0,자기계발,에세이/산문,"9,100"
1183,"

84.  
",무기가 되는 스토리 : 브랜드 전쟁에서 살아남는 7가지 문장 공식,"도널드 밀러 (지은이), 이지연 (옮긴이) ", 윌북 , 2018년 9월,4.5,자기계발,에세이/산문,"10,360"
1184,"

85.  
",일 잘하는 사람은 단순하게 말합니다,박소연 (지은이) , 더퀘스트 , 2020년 5월,5.0,자기계발,에세이/산문,"11,550"
1185,"

86.  
",나는 왜 혼자가 편할까?,"오카다 다카시 (지은이), 김해용 (옮긴이) ", 동양북스(동양문고) , 2022년 2월,4.5,자기계발,에세이/산문,"10,000"
1186,"

87.  
",내가 알고 있는 걸 당신도 알게 된다면 (리커버 에디션),"칼 필레머 (지은이), 박여진 (옮긴이) ", 토네이도 , 2022년 8월,5.0,자기계발,에세이/산문,"13,600"
1187,"

88.  
",말센스,"셀레스트 헤들리 (지은이), 김성환 (옮긴이) ", 스몰빅라이프 , 2019년 2월,4.0,자기계발,에세이/산문,"10,000"
1188,"

89.  
",세상을 보는 지혜 (한글판 + 영문판),"발타자르 그라시안 (지은이), 노화직 (옮긴이) ", 더클래식 , 2015년 7월,5.0,자기계발,에세이/산문,"1,100"
1189,"

90.  
",영어 필사 100일의 기적,퍼포먼스 코치 리아 (지은이) , 넥서스 , 2021년 11월,4.5,자기계발,에세이/산문,"10,500"
1190,"

91.  
",모든 것이 되는 법 : 꿈이 너무 많은 당신을 위한 새로운 삶의 방식,김보미 (옮긴이) , 웅진지식하우스 , 2017년 12월,4.5,자기계발,에세이/산문,"10,360"
1191,"

92.  
",몰입,황농문 (지은이) , 랜덤하우스코리아 , 2011년 5월,4.0,자기계발,에세이/산문,"8,400"
1192,"

93.  
",허브 코헨의 협상의 기술 1,"허브 코헨 (지은이), 양진성 (옮긴이) ", 김영사 , 2021년 1월,4.5,자기계발,에세이/산문,"10,530"
1193,"

94.  
","울트라러닝, 세계 0.1％가 지식을 얻는 비밀","스콧 영 (지은이), 이한이 (옮긴이) ", 비즈니스북스 , 2020년 2월,4.0,자기계발,에세이/산문,"11,200"
1194,"

95.  
",마음챙김,샤우나 샤피로 (지은이) , 안드로메디안 , 2021년 1월,4.0,자기계발,에세이/산문,"11,500"
