제목,kyobo_순위,kyobo_저자,kyobo_출판사,kyobo_발매일,kyobo_가격,kyobo_평점,kyobo_장르,상명대학교_학술정보관_장르
소원을 이루는 완벽한 방법,13,바바라 오코너,놀,2021.02.01 (종이책 출간 2021.02.01),"8,820",10,청소년,청소년
계열 합격 끝판왕: 의생명계열,14,박상철,꿈구두,2022.08.15 (종이책 출간 2022.08.15),"18,000",10,청소년,청소년
2023 기출이 답이다 임상심리사 2급 2차 실기합격+무료동영상(최신기출 1회분),1,이용석,시대고시기획,2023.01.05 (종이책 출간 2023.01.05),"18,900",10,교재/수험서,교재/수험서
2023 에듀윌 스포츠지도사 필기 한권끝장,2,정수봉,에듀윌,2022.12.22 (종이책 출간 2022.09.08),"25,110",0,교재/수험서,교재/수험서
2023년 대비 7급 행정법 (단원별 문제집),3,반달문,반달문,2022.12.15,"6,300",0,교재/수험서,교재/수험서
2022 하반기 All-New KCC그룹 온라인 인적성검사 최신기출유형+모의고사 4회,4,SD적성검사연구소,시대고시기획,2022.09.15 (종이책 출간 2022.09.15),"13,860",10,교재/수험서,교재/수험서
수능X내신 고등영문법 2400제,5,이선미,타보름,2021.01.11 (종이책 출간 2020.01.02),"10,800",9.9,교재/수험서,교재/수험서
2023 에듀윌 위험물산업기사 필기 2주끝장 이론편+기출문제편,6,최창률,에듀윌,2023.01.19 (종이책 출간 2023.01.08),"21,870",0,교재/수험서,교재/수험서
2023 감정평가사 1차 부동산학원론 기출문제집(+최종모의고사),7,SD감정평가연구소,시대고시기획,2023.02.06 (종이책 출간 2023.02.06),"11,970",10,교재/수험서,교재/수험서
2023년 대비 7급 헌법 (단원별 문제집),8,반달문,반달문,2023.02.05,"6,300",0,교재/수험서,교재/수험서
2023 A+ 독학사 1단계 교양과정 스피드 단기완성 사회학개론,9,독학학위연구소,시대고시기획,2023.01.25 (종이책 출간 2023.01.25),"11,970",10,교재/수험서,교재/수험서
2023 검색광고마케터 1급 7일 단기완성,10,SD마케팅연구소,시대고시기획,2023.01.05 (종이책 출간 2023.01.05),"12,600",10,교재/수험서,교재/수험서
2023 합격자 보세사 기출이 답이다,11,김용승,시대고시기획,2023.01.05 (종이책 출간 2023.01.05),"15,750",10,교재/수험서,교재/수험서
SD에듀 초졸 검정고시 한 권 합격(2023),12,시대고시기획 편집기획실,시대교육,2023.01.03 (종이책 출간 2023.01.03),"20,160",10,교재/수험서,교재/수험서
2022 해커스 20대기업 인적성 최신기출유형+실전문제 통합 기본서,13,해커스 취업교육연구소,챔프스터디,2022.09.02 (종이책 출간 2022.08.01),"20,610",9.7,교재/수험서,교재/수험서
원격대학교육의이해(1학기),14,이동주,한국방송통신대학교출판문화원,2022.03.02 (종이책 출간 2022.01.25),"7,000",10,교재/수험서,교재/수험서
"항공정비사 회전익 면장 구술대비 해경,육경,소방,산림청 시험대비",15,남궁용훈,유페이퍼,2022.04.30,"18,000",10,교재/수험서,교재/수험서
"공무원 시험, 가장 빠르게 합격하는 5단계 전략",16,이정아(공시청),위즈덤하우스,2021.10.27 (종이책 출간 2021.10.22),"10,080",9.9,교재/수험서,교재/수험서
2023 에듀윌 취업 언론사 기출 최신 일반상식,17,에듀윌 상식연구소,에듀윌,2023.02.16 (종이책 출간 2023.01.08),"19,440",0,교재/수험서,교재/수험서
2023 SD에듀 직업상담사 2급 2차 직업상담실무 이론서,18,김대환,시대고시기획,2023.02.06 (종이책 출간 2023.02.06),"15,750",0,교재/수험서,교재/수험서
2023 EBS 독학사 1단계: 기출문제집,19,독학사교재연구회,신지원,2023.01.10,"15,300",0,교재/수험서,교재/수험서
2023 All-New SKCT SK그룹 온라인+오프라인 통합 종합역량검사 봉투모의고사 5+2+1+4회+무료SK특강,20,SD적성검사연구소,시대고시기획,2023.03.10 (종이책 출간 2023.03.10),"11,340",10,교재/수험서,교재/수험서
2023 빅픽처 사회조사분석사 2급 기출문제집+무료강의,21,최지민,서울고시각(SG P&E),2023.01.20 (종이책 출간 2023.01.20),"14,490",10,교재/수험서,교재/수험서
유대웅 행정법총론 끝장내기 핸드북,22,유대웅,박문각,2022.12.15 (종이책 출간 2022.05.30),"13,860",0,교재/수험서,교재/수험서
2023 행시 최종합격생 7인의 7급 PSAT 전과목 단기완성+필수기출 300제: 언어논리?자료해석?상황판단,23,행시 최종합격생 7인,시대고시기획,2023.03.30 (종이책 출간 2023.03.30),"15,750",10,교재/수험서,교재/수험서
2023년 대비 7/9급 교정학 (단원별 문제집),24,반달문,반달문,2022.12.15,"6,300",0,교재/수험서,교재/수험서
2023년 대비 7급 행정법 (핵심정리),25,반달문,반달문,2022.12.15,"6,300",0,교재/수험서,교재/수험서
2023 합격자 원산지관리사 최종모의고사,26,김성표,시대고시기획,2023.01.05 (종이책 출간 2023.01.05),"14,490",10,교재/수험서,교재/수험서
2023 민간경력자 PSAT 5+7개년 기출문제집,27,SD PSAT연구소,시대고시기획,2023.02.10 (종이책 출간 2023.02.10),"8,820",10,교재/수험서,교재/수험서
이훈영교수의 통계학(제3판),28,이훈영,청람,2022.02.25,"26,100",0,교재/수험서,교재/수험서
2023 경상남도교육청 교육공무직원 소양평가 인성검사 3회+실전모의고사 7회+면접+무료공무직특강,29,SD적성검사연구소,시대고시기획,2023.02.10 (종이책 출간 2023.02.10),"13,860",10,교재/수험서,교재/수험서
2023 기출이 답이다 9급 공무원 일반행정직 전과목 3개년 기출문제집,30,SD 공무원시험연구소,시대고시기획,2023.01.10 (종이책 출간 2023.01.10),"17,010",10,교재/수험서,교재/수험서
교육학 백신_모의고사(14회분+정답 및 해설),31,김신,휴먼스토리,2022.06.21,"7,200",10,교재/수험서,교재/수험서
활동으로 배우는 사회문제 탐구,32,오연주,e퍼플,2018.06.22,"10,800",10,교재/수험서,교재/수험서
식용작물학Ⅱ,33,류수노,한국방송통신대학교출판문화원,2017.05.25 (종이책 출간 2017.02.01),"15,300",10,교재/수험서,교재/수험서
식품가공및저장학,34,김선아,한국방송통신대학교출판문화원,2016.08.04 (종이책 출간 2016.08.04),"12,600",10,교재/수험서,교재/수험서
박지엠선생의 연상 암기 한국사,35,박신규,생각나눔,2019.02.12 (종이책 출간 2019.01.30),"18,000",6.3,교재/수험서,교재/수험서
2022 파생상품투자권유자문인력 핵심포인트,36,김일영,시스컴,2021.12.03 (종이책 출간 2022.01.10),"9,450",7.5,교재/수험서,교재/수험서
2023 EBS 특강 공인노무사 1차시험 7개년 기출문제해설,37,EBS 교수진,시대고시기획,2022.06.29 (종이책 출간 2022.07.05),"18,900",10,교재/수험서,교재/수험서
2022 최신판 All-New 한국전력공사 고졸채용 NCS 봉투모의고사 7회분+무료한전특강,38,NCS직무능력연구소,시대고시기획,2022.03.04 (종이책 출간 2022.04.20),"10,080",9.1,교재/수험서,교재/수험서
2023 All-New IBK기업은행 필기시험 봉투모의고사 7+5회분+무료NCS특강,39,SD적성검사연구소,시대고시기획,2023.03.20 (종이책 출간 2023.03.20),"12,600",0,교재/수험서,교재/수험서
2023 에듀윌 전기기사 필기 7개년 기출문제집,40,에듀윌 전기수험연구소,에듀윌,2023.01.13 (종이책 출간 2023.01.08),"24,300",0,교재/수험서,교재/수험서
2023 에듀윌 수질환경기사 실기 2주끝장,41,이찬범,에듀윌,2023.01.25 (종이책 출간 2023.01.08),"23,490",0,교재/수험서,교재/수험서
김시민의 전투일지로 임진왜란을 다시 쓰다,42,박희봉,논형,2023.01.10,"13,500",0,교재/수험서,교재/수험서
2023년 대비 7급 헌법 (핵심정리),43,반달문,반달문,2023.02.05,"6,300",0,교재/수험서,교재/수험서
2023년 대비 7급 국어 (단원별 문제집),44,반달문,반달문,2023.01.25,"5,400",0,교재/수험서,교재/수험서
2023년 제34회 대비 공인중개사 부동산공시법 및 세법 (핵심정리),45,반달문,반달문,2023.01.20,"6,300",10,교재/수험서,교재/수험서
2023년 제34회 대비 공인중개사 부동산공시법 및 세법 (단원별 문제집),46,반달문,반달문,2023.01.20,"6,300",0,교재/수험서,교재/수험서
김용재 패턴회계학 - 중급회계편 -,47,김용재,휴먼스토리,2023.01.01,"16,200",0,교재/수험서,교재/수험서
2023년 제34회 대비 공인중개사 부동산공법 (핵심정리),48,반달문,반달문,2023.01.15,"6,300",10,교재/수험서,교재/수험서
2023년 제34회 대비 공인중개사 부동산공법 (단원별 문제집),49,반달문,반달문,2023.01.15,"6,300",0,교재/수험서,교재/수험서
2023 투자자산운용사 실제유형 모의고사 + 특별부록 PASSCODE Premium ver 2.0,50,유창호,시대고시기획,2023.01.10,"30,870",0,교재/수험서,교재/수험서
2023년 제34회 대비 공인중개사법령 및 중개실무 (핵심정리),51,반달문,반달문,2023.01.10,"6,300",10,교재/수험서,교재/수험서
2023년 제34회 대비 공인중개사법령 및 중개실무 (단원별 문제집),52,반달문,반달문,2023.01.10,"6,300",0,교재/수험서,교재/수험서
2023 투자자산운용사 한권으로 끝내기 ver 9.0,53,유창호,시대고시기획,2023.01.05 (종이책 출간 2023.01.05),"21,420",9,교재/수험서,교재/수험서
2023 해커스 GSAT 삼성직무적성검사 통합 기본서 최신기출유형+실전모의고사(수리논리/추리),54,해커스 취업교육연구소,챔프스터디,2023.01.02 (종이책 출간 2023.01.02),"21,510",10,교재/수험서,교재/수험서
2023 Win-Q 품질경영기사 필기 단기합격,55,박병호,시대고시기획,2023.01.05 (종이책 출간 2023.01.05),"19,530",10,교재/수험서,교재/수험서
법학적성시험 문제 해설(별쇄): LEET 추리논증(2023학년도),56,법학전문대학원협의회,에피스테메,2022.12.12 (종이책 출간 2022.11.30),"6,500",10,교재/수험서,교재/수험서
법학적성시험 문제 해설: LEET 언어이해1(2023~2019학년도),57,법학전문대학원협의회,에피스테메,2022.12.12 (종이책 출간 2022.11.30),"18,500",10,교재/수험서,교재/수험서
2023 공기업 NCS 직업기초능력+직무수행능력+면접 BASIC 통합기본서+무료NCS특강,58,NCS직무능력연구소,시대고시기획,2023.03.10 (종이책 출간 2023.03.10),"14,490",10,교재/수험서,교재/수험서
2023년 대비 7급 행정학 (단원별 문제집),59,반달문,반달문,2022.12.10,"6,300",0,교재/수험서,교재/수험서
사회복지학개론 2판,60,"홍봉수 , 조당호 , 강해자 , 금기윤 외",공동체,2022.09.30,"18,000",0,교재/수험서,교재/수험서
2023 왕초보 회계원리,61,김태원,시대고시기획,2023.01.17 (종이책 출간 2023.01.05),"10,710",10,교재/수험서,교재/수험서
2023 고졸 전문대졸 생산직 기술직 인적성검사 필기시험,62,SD적성검사연구소,시대고시기획,2023.03.10 (종이책 출간 2023.03.10),"15,120",10,교재/수험서,교재/수험서
"하루 30개, 한 달 PLAN 하루상식",63,시사상식연구소,시대고시기획,2023.01.05 (종이책 출간 2023.01.05),"10,710",10,교재/수험서,교재/수험서
이훈영교수의 연구조사방법론 2판,64,이훈영,청람,2022.09.20,"44,100",0,교재/수험서,교재/수험서
만화로 시작하는 해커스 공인중개사,65,해커스 공인중개사시험 연구소,해커스공인중개사,2022.09.02 (종이책 출간 2020.08.18),"11,700",10,교재/수험서,교재/수험서
2023 공인회계사 제1차시험 기출문제집,66,월간회계 편집실,회경사,2022.10.13 (종이책 출간 2022.09.22),"18,252",10,교재/수험서,교재/수험서
『2021 중등임용 교육학 9개년 기출분석 및 모범답안』,67,SSW교육학연구소,위드미인코리언,2021.01.08,"7,020",9.2,교재/수험서,교재/수험서
테스트 영어연습,68,이동국,한국방송통신대학교출판문화원,2020.02.19 (종이책 출간 2020.02.01),"9,900",10,교재/수험서,교재/수험서
R컴퓨팅,69,장영재,한국방송통신대학교출판문화원,2020.02.19 (종이책 출간 2020.02.01),"11,700",10,교재/수험서,교재/수험서
확률의 개념과 응용,70,박진호,한국방송통신대학교출판문화원,2018.08.28 (종이책 출간 2018.08.27),"9,000",10,교재/수험서,교재/수험서
강성태 영단어 어원편 (멀티eBook),71,강성태,키출판사,2018.11.30 (종이책 출간 2017.12.20),"12,420",9.5,교재/수험서,교재/수험서
"통계학개론(1학기, 워크북포함)",72,박서영,한국방송통신대학교출판문화원,2022.03.02 (종이책 출간 2022.01.25),"11,000",9.2,교재/수험서,교재/수험서
데이터정보처리입문,73,이기재,한국방송통신대학교출판문화원,2021.03.04 (종이책 출간 2021.01.25),"14,000",10,교재/수험서,교재/수험서
노인교육론,74,김영빈,한국방송통신대학교출판문화원,2017.02.27 (종이책 출간 2014.07.07),"10,800",10,교재/수험서,교재/수험서
한국예술종합학교(한예종)   창의적사고능력평가 & 언어능력평가 대비 기출과 연습문제,75,손세훈,퍼플,2014.05.19,"6,840",0,교재/수험서,교재/수험서
"한 손에 잡히는 의학 용어사전 (질병, 해부학, 한의학 용어 수록)",76,럭키백편집부 편엮,유페이퍼,2016.06.19,"2,700",2.5,교재/수험서,교재/수험서
바쁜 중3을 위한 빠른 중학연산. 2(2022),77,임미연,이지스에듀,2020.01.03 (종이책 출간 2019.11.06),"6,300",10,교재/수험서,교재/수험서
마이 민법총칙,78,김묘엽,로앤오더(LAW&ORDER),2021.05.17 (종이책 출간 2021.05.10),"12,600",9.8,교재/수험서,교재/수험서
2022 파생상품투자권유자문인력 핵심포인트,79,김일영,시스컴,2021.11.23 (종이책 출간 2022.01.10),"9,450",0,교재/수험서,교재/수험서
10대를 위한 영어 3줄 일기,80,정승익,메이트북스,2018.03.23 (종이책 출간 2018.03.15),"8,820",10,교재/수험서,교재/수험서
2023 합격자 관세사 1차 한권으로 끝내기,81,유영웅,시대고시기획,2022.08.09 (종이책 출간 2022.09.05),"32,760",10,교재/수험서,교재/수험서
법학적성시험 문제 해설: LEET 추리논증2(2018~2013학년도),82,법학전문대학원협의회,에피스테메,2022.12.12 (종이책 출간 2022.11.30),"15,500",10,교재/수험서,교재/수험서
법학적성시험 문제 해설: LEET 추리논증1(2023~2019학년도),83,법학전문대학원협의회,에피스테메,2022.12.12 (종이책 출간 2022.11.30),"18,500",10,교재/수험서,교재/수험서
법학적성시험 문제 해설: LEET 언어이해2(2018~2013학년도),84,법학전문대학원협의회,에피스테메,2022.12.12 (종이책 출간 2022.11.30),"15,500",10,교재/수험서,교재/수험서
물맷돌수학 레벨1 오일러,85,이춘식,페스트북,2021.09.30,"16,200",0,교재/수험서,교재/수험서
2022 환경직 환경보건(학) 기출예상문제집,86,성혜정,서울고시각(SG P&E),2022.01.21 (종이책 출간 2022.02.05),"11,340",10,교재/수험서,교재/수험서
"영문법의기초(1학기, 워크북포함)",87,김문수,한국방송통신대학교출판문화원,2022.03.02 (종이책 출간 2022.01.25),"11,000",10,교재/수험서,교재/수험서
교육공학,88,임철일,한국방송통신대학교출판문화원,2021.03.04 (종이책 출간 2021.01.25),"16,000",5,교재/수험서,교재/수험서
"영어회화1(1학기, 워크북포함)",89,박윤주,한국방송통신대학교출판문화원,2022.03.02 (종이책 출간 2020.01.25),"10,000",9.3,교재/수험서,교재/수험서
회귀모형,90,김성수,한국방송통신대학교출판문화원,2020.09.10 (종이책 출간 2016.07.25),"9,000",0,교재/수험서,교재/수험서
[어카운트] 공인회계사(CPA) 1차-상법 조문과 기출(2023),91,성암법학연구소,로리뷰,2022.12.19,"8,910",10,교재/수험서,교재/수험서
절대 중학 영문법 4000제 Level. 2,92,다락원 M 분석틀,다락원,2018.12.26 (종이책 출간 2016.11.14),"9,324",10,교재/수험서,교재/수험서
