aladin_rank,subject,aladin_writer,aladin_publisher,aladin_date,aladin_price,aladin_review,aladin_genre,sm_genre,present_date
  83    ,경제학원론 (제2판),"데이빗 레입슨, 대런 애쓰모글루, 존 리스트 (지은이), 손광락, 박경로, 성한경, 권남훈, 김원중, 정태훈 (옮긴이) ", 시그마프레스 ,2019-09-01,26600,0.0,대학교재/전문서적,강의지원도서,2023-02-24
  84    ,프셉마음 - 약물편,"남소희, 허연정 (지은이) ", 드림널스 ,2022-04-01,20000,4.0,대학교재/전문서적,강의지원도서,2023-02-24
  85    ,낯선 곳에서 나를 만나다,한국문화인류학회 (엮은이) , 일조각 ,2021-01-01,10000,4.0,대학교재/전문서적,강의지원도서,2023-02-24
  86    ,프셉마음 - 응급실편,곽수진 (지은이) , 드림널스 ,2022-04-01,24000,5.0,대학교재/전문서적,강의지원도서,2023-02-24
  87    ,만들면서 배우는 픽셀 아트,김윤정 (지은이) , 한빛미디어 ,2020-10-01,20160,5.0,대학교재/전문서적,강의지원도서,2023-02-24
  88    ,소문난 명강의 김도형의 데이터 사이언스 스쿨 수학 편,김도형 (지은이) , 한빛미디어 ,2019-11-01,39600,5.0,대학교재/전문서적,강의지원도서,2023-02-24
  89    ,프로그래머를 위한 선형대수,"히라오카 카즈유키, 호리 겐 (지은이), 이창신 (옮긴이) ", 길벗 ,2017-04-01,25600,4.0,대학교재/전문서적,강의지원도서,2023-02-24
  90    ,MySQL로 배우는 데이터베이스 개론과 실습,"박우창, 남송휘, 이현룡 (지은이) ", 한빛아카데미(교재) ,2020-12-01,27000,0.0,대학교재/전문서적,강의지원도서,2023-02-24
  91    ,윤상훈·권병조의 알짜 근육학,"윤상훈, 권병조 (지은이) ", 군자출판사 ,2021-05-01,18000,0.0,대학교재/전문서적,강의지원도서,2023-02-24
  92    ,"크램북, 벼락치기 임상간호 매뉴얼","홍지수, 오윤희 (지은이) ", 포널스 ,2022-10-01,22400,5.0,대학교재/전문서적,강의지원도서,2023-02-24
  93    ,정보 보안 개론,양대일 (지은이) , 한빛아카데미(교재) ,2021-06-01,30000,0.0,대학교재/전문서적,강의지원도서,2023-02-24
  94    ,"논문, 쓰다",김용찬 (지은이) , 컬처룩 ,2020-11-01,11200,5.0,대학교재/전문서적,강의지원도서,2023-02-24
  95    ,프셉마음 : 심혈관계편,안정언 (지은이) , 드림널스 ,2022-04-01,24000,0.0,대학교재/전문서적,강의지원도서,2023-02-24
  96    ,제대로 시작하는 기초 통계학 : Excel 활용,노경섭 (지은이) , 한빛아카데미 ,2021-02-01,25000,5.0,대학교재/전문서적,강의지원도서,2023-02-24
  97    ,2023 위아너스 간호사 국가시험 PASS 177 최종모의고사,"김명애, 이원진 (지은이) ", IMRN ,2022-11-01,18720,5.0,대학교재/전문서적,강의지원도서,2023-02-24
  98    ,양극성 장애,"조용래, 김빛나 (지은이) ", 학지사 ,2018-10-01,7600,5.0,대학교재/전문서적,강의지원도서,2023-02-24
  99    ,암또의 임상노트 Volume.2,암또 (지은이) , 포널스 ,2021-04-01,28000,5.0,대학교재/전문서적,강의지원도서,2023-02-24
  100    ,직업으로서의 학문,"막스 베버 (지은이), 이상률 (옮긴이) ", 문예출판사 ,2017-04-01,4200,4.5,대학교재/전문서적,강의지원도서,2023-02-24
  1    ,우리에게는 비밀이 없다,"우샤오러 (지은이), 강초아 (옮긴이) ", 한즈미디어 ,2022-11-01,11600,5.0,소설/시/희곡,문학,2023-02-24
  2    ,구의 증명,최진영 (지은이) , 은행나무 ,2015-03-01,6480,4.0,소설/시/희곡,문학,2023-02-24
  3    ,아버지의 해방일지,정지아 (지은이) , 창비 ,2022-09-01,12000,5.0,소설/시/희곡,문학,2023-02-24
  4    ,수확자,"닐 셔스터먼 (지은이), 이수현 (옮긴이) ", 열린책들 ,2023-01-01,11250,5.0,소설/시/희곡,문학,2023-02-24
  5    ,작가는 어떻게 읽는가,"조지 손더스 (지은이), 정영목 (옮긴이) ", 어크로스 ,2023-02-01,17100,4.5,소설/시/희곡,문학,2023-02-24
  6    ,이토록 평범한 미래,김연수 (지은이) , 문학동네 ,2022-10-01,9800,4.5,소설/시/희곡,문학,2023-02-24
  7    ,데미안 (한글판),"헤르만 헤세 (지은이), 이순학 (옮긴이) ", 더클래식 ,2012-10-01,990,4.5,소설/시/희곡,문학,2023-02-24
  8    ,사랑의 이해,이혁진 (지은이) , 민음사 ,2019-04-01,10500,4.0,소설/시/희곡,문학,2023-02-24
  9    ,로렘 입숨의 책,구병모 (지은이) , 안온북스 ,2023-01-01,10500,5.0,소설/시/희곡,문학,2023-02-24
  10    ,흑뢰성,"요네자와 호노부 (지은이), 김선영 (옮긴이) ", 리드비 ,2023-02-01,11760,5.0,소설/시/희곡,문학,2023-02-24
  11    ,불편한 편의점,김호연 (지은이) , 나무옆의자 ,2021-04-01,9800,4.5,소설/시/희곡,문학,2023-02-24
  12    ,불편한 편의점 2 (단풍 에디션),김호연 (지은이) , 나무옆의자 ,2022-08-01,9800,4.5,소설/시/희곡,문학,2023-02-24
  13    ,인간실격 (한글판),"다자이 오사무 (지은이), 김소영 (옮긴이) ", 미르북컴퍼니 ,2013-12-01,990,4.0,소설/시/희곡,문학,2023-02-24
  14    ,눈물을 마시는 새 세트 (1~4권),이영도 (지은이) , 황금가지 ,2013-10-01,28600,5.0,소설/시/희곡,문학,2023-02-24
  15    ,참을 수 없는 존재의 가벼움,"밀란 쿤데라 (지은이), 이재룡 (옮긴이) ", 민음사 ,2021-06-01,11200,4.5,소설/시/희곡,문학,2023-02-24
  16    ,가재가 노래하는 곳,"델리아 오언스 (지은이), 김선형 (옮긴이) ", 살림 ,2019-06-01,11200,4.5,소설/시/희곡,문학,2023-02-24
  17    ,배니시드,김도윤 (지은이) , 팩토리나인 ,2023-02-01,12000,4.5,소설/시/희곡,문학,2023-02-24
  18    ,파친코 2,이민진 (지은이) , 인플루엔셜(주) ,2022-10-01,12500,5.0,소설/시/희곡,문학,2023-02-24
  19    ,살인 플롯 짜는 노파,"엘리 그리피스 (지은이), 신승미 (옮긴이) ", 나무옆의자 ,2023-02-01,11340,4.5,소설/시/희곡,문학,2023-02-24
  20    ,트렁크,김려령 (지은이) , 창비 ,2015-06-01,8400,3.5,소설/시/희곡,문학,2023-02-24
  21    ,인생의 역사,신형철 (지은이) , 난다 ,2022-12-01,12600,5.0,소설/시/희곡,문학,2023-02-24
  22    ,"칵테일, 러브, 좀비",조예은 (지은이) , 안전가옥 ,2020-04-01,6300,4.5,소설/시/희곡,문학,2023-02-24
  23    ,파친코 1,"이민진 (지은이), 신승미 (옮긴이) ", 인플루엔셜(주) ,2022-10-01,12500,4.5,소설/시/희곡,문학,2023-02-24
  24    ,나는 오래된 거리처럼 너를 사랑하고,진은영 (지은이) , 문학과지성사 ,2022-11-01,8400,4.5,소설/시/희곡,문학,2023-02-24
  25    ,왕자님의 연애편지,이경민 (지은이) , 라이스메이커 ,2022-12-01,12960,5.0,소설/시/희곡,문학,2023-02-24
  26    ,도롱뇽과의 전쟁,"카렐 차페크 (지은이), 김선형 (옮긴이) ", 열린책들 ,2023-02-01,10350,4.5,소설/시/희곡,문학,2023-02-24
  27    ,멋진 신세계,"올더스 헉슬리 (지은이), 안정효 (옮긴이) ", 소담출판사 ,2018-06-01,8280,4.5,소설/시/희곡,문학,2023-02-24
  28    ,노르웨이의 숲,"무라카미 하루키 (지은이), 양억관 (옮긴이) ", 민음사 ,2019-04-01,11000,4.0,소설/시/희곡,문학,2023-02-24
  29    ,데미안: 오리지널 초판본,"헤르만 헤세 (지은이), 이미영 (옮긴이), 김선형 (해설) ", 코너스톤 ,2017-02-01,810,5.0,소설/시/희곡,문학,2023-02-24
  30    ,어린 왕자 (한글+영문),"앙투안 드 생텍쥐페리 (지은이), 베스트트랜스 (옮긴이) ", 더클래식 ,2012-04-01,990,5.0,소설/시/희곡,문학,2023-02-24
  31    ,노인과 바다 (한글+영문판),"어니스트 헤밍웨이 (지은이), 베스트트랜스 (옮긴이) ", 더클래식 ,2013-06-01,990,5.0,소설/시/희곡,문학,2023-02-24
  32    ,밝은 밤,최은영 (지은이) , 문학동네 ,2021-07-01,10200,5.0,소설/시/희곡,문학,2023-02-24
  33    ,미키7,"에드워드 애슈턴 (지은이), 배지혜 (옮긴이) ", 황금가지 ,2022-07-01,9450,4.0,소설/시/희곡,문학,2023-02-24
  34    ,싯다르타,"헤르만 헤세 (지은이), 박병덕 (옮긴이) ", 민음사 ,2014-01-01,5600,4.5,소설/시/희곡,문학,2023-02-24
  35    ,심판,"베르나르 베르베르 (지은이), 전미연 (옮긴이) ", 열린책들 ,2020-08-01,10000,4.5,소설/시/희곡,문학,2023-02-24
  36    ,이토록 아름다운 세상에서,"고호관, 김백상, 곽유진 (지은이) ", 현대문학 ,2023-01-01,10080,5.0,소설/시/희곡,문학,2023-02-24
  37    ,천 개의 파랑,천선란 (지은이) , 허블 ,2020-08-01,9800,4.5,소설/시/희곡,문학,2023-02-24
  38    ,쿼런틴,"그렉 이건 (지은이), 김상훈 (옮긴이) ", 허블 ,2022-12-01,12250,5.0,소설/시/희곡,문학,2023-02-24
  39    ,해가 지는 곳으로,최진영 (지은이) , 민음사 ,2017-08-01,9800,4.5,소설/시/희곡,문학,2023-02-24
  40    ,생생하게 살아 있는 캐릭터 만드는 법,"키라앤 펠리컨 (지은이), 정미화 (옮긴이) ", 아날로그(글담) ,2023-01-01,12600,5.0,소설/시/희곡,문학,2023-02-24
  41    ,작별인사,김영하 (지은이) , 복복서가 ,2022-05-01,10000,4.0,소설/시/희곡,문학,2023-02-24
  42    ,단순한 열정,"아니 에르노 (지은이), 최정수 (옮긴이) ", 문학동네 ,2016-12-01,6300,4.0,소설/시/희곡,문학,2023-02-24
  43    ,브람스를 좋아하세요…,"프랑수아즈 사강 (지은이), 김남주 (옮긴이) ", 민음사 ,2018-06-01,5900,4.5,소설/시/희곡,문학,2023-02-24
  44    ,메이드,"니타 프로스 (지은이), 노진선 (옮긴이) ", 마시멜로 ,2023-02-01,12100,5.0,소설/시/희곡,문학,2023-02-24
  45    ,천사를 거부하는 우울한 연인에게,양안다 (지은이) , 문학동네 ,2023-02-01,8400,5.0,소설/시/희곡,문학,2023-02-24
  46    ,"오늘 밤, 세계에서 이 사랑이 사라진다 해도","이치조 미사키 (지은이), 권영주 (옮긴이) ", 모모 ,2021-06-01,10000,4.0,소설/시/희곡,문학,2023-02-24
  47    ,폭풍의 언덕 (한글판 + 영문판),"에밀리 브론테 (지은이), 김명신 (옮긴이) ", 더클래식 ,2014-11-01,990,4.5,소설/시/희곡,문학,2023-02-24
  48    ,인간 실격,"다자이 오사무 (지은이), 김춘미 (옮긴이) ", 민음사 ,2012-10-01,6300,4.0,소설/시/희곡,문학,2023-02-24
  49    ,세상의 마지막 기차역,"무라세 다케시 (지은이), 김지연 (옮긴이) ", 모모 ,2022-05-01,9800,4.5,소설/시/희곡,문학,2023-02-24
  50    ,종의 기원,정유정 (지은이) , 은행나무 ,2017-02-01,9100,4.0,소설/시/희곡,문학,2023-02-24
  51    ,1984 (한글+영문),"조지 오웰 (지은이), 정영수 (옮긴이) ", 더클래식 ,2013-05-01,1100,5.0,소설/시/희곡,문학,2023-02-24
  52    ,오만과 편견 (한글+영문판),"제인 오스틴 (지은이), 김유미 (옮긴이) ", 더클래식 ,2013-05-01,1500,3.5,소설/시/희곡,문학,2023-02-24
  53    ,픽션들,"호르헤 루이스 보르헤스 (지은이), 송병선 (옮긴이) ", 민음사 ,2018-11-01,7700,4.5,소설/시/희곡,문학,2023-02-24
  54    ,아몬드,손원평 (지은이) , 창비 ,2017-03-01,8400,4.0,소설/시/희곡,문학,2023-02-24
  55    ,1984,"조지 오웰 (지은이), 정회성 (옮긴이) ", 민음사 ,2012-07-01,6650,4.5,소설/시/희곡,문학,2023-02-24
  56    ,파과,구병모 (지은이) , 위즈덤하우스 ,2018-04-01,9800,4.5,소설/시/희곡,문학,2023-02-24
  57    ,데미안 (한글+영문),"헤르만 헤세 (지은이), 이순학 (옮긴이) ", 더클래식 ,2013-01-01,990,4.5,소설/시/희곡,문학,2023-02-24
  58    ,트라우마 사전,"안젤라 애커만, 베카 푸글리시 (지은이), 임상훈 (옮긴이) ", 윌북 ,2020-04-01,15900,5.0,소설/시/희곡,문학,2023-02-24
  59    ,딜레마 사전,"안젤라 애커만, 베카 푸글리시 (지은이), 오수원 (옮긴이) ", 윌북 ,2022-08-01,15400,4.5,소설/시/희곡,문학,2023-02-24
  60    ,동물 농장,"조지 오웰 (지은이), 도정일 (옮긴이) ", 민음사 ,2012-07-01,5600,4.5,소설/시/희곡,문학,2023-02-24
  61    ,유령의 마음으로,임선우 (지은이) , 민음사 ,2022-04-01,9100,5.0,소설/시/희곡,문학,2023-02-24
  62    ,안젤리크,"기욤 뮈소 (지은이), 양영란 (옮긴이) ", 밝은세상 ,2023-01-01,12000,4.5,소설/시/희곡,문학,2023-02-24
  63    ,우리가 빛의 속도로 갈 수 없다면,김초엽 (지은이) , 허블 ,2019-06-01,8400,4.5,소설/시/희곡,문학,2023-02-24
  64    ,달러구트 꿈 백화점 2,이미예 (지은이) , 팩토리나인 ,2021-07-01,9660,4.5,소설/시/희곡,문학,2023-02-24
  65    ,자기만의 방 - 더클래식 세계문학 컬렉션,버지니아 울프 (지은이) , 더클래식 ,2017-08-01,990,4.5,소설/시/희곡,문학,2023-02-24
  66    ,숨 : EXHALATION,"테드 창 (지은이), 김상훈 (옮긴이) ", 엘리 ,2020-01-01,12000,4.5,소설/시/희곡,문학,2023-02-24
  67    ,"오늘 밤, 세계에서 이 눈물이 사라진다 해도","이치조 미사키 (지은이), 김윤경 (옮긴이) ", 모모 ,2022-08-01,10000,5.0,소설/시/희곡,문학,2023-02-24
  68    ,이방인 (한글판+영문판),"알베르 카뮈 (지은이), 최헵시바 (옮긴이) ", 더클래식 ,2013-06-01,990,4.0,소설/시/희곡,문학,2023-02-24
  69    ,작은 땅의 야수들,"김주혜 (지은이), 박소현 (옮긴이) ", 다산책방 ,2022-09-01,12600,4.5,소설/시/희곡,문학,2023-02-24
  70    ,채식주의자 (개정판),한강 (지은이) , 창비 ,2022-03-01,10500,4.0,소설/시/희곡,문학,2023-02-24
  71    ,로미오와 줄리엣 (한글판+영문판),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 ,2013-11-01,990,5.0,소설/시/희곡,문학,2023-02-24
  72    ,이중 작가 초롱,이미상 (지은이) , 문학동네 ,2022-11-01,10900,5.0,소설/시/희곡,문학,2023-02-24
  73    ,마지막 잎새 (한글+영문판),"오 헨리 (지은이), 김명철 (옮긴이) ", 더클래식 ,2013-08-01,990,5.0,소설/시/희곡,문학,2023-02-24
  74    ,리스본행 야간열차,"파스칼 메르시어(페터 비에리) (지은이), 전은경 (옮긴이) ", 비채 ,2022-12-01,12600,5.0,소설/시/희곡,문학,2023-02-24
  75    ,제5도살장 (그래픽 노블),"커트 보니것 (원작), 앨버트 먼티스 (그림), 라이언 노스 (각색) ", 문학동네 ,2023-01-01,15500,4.5,소설/시/희곡,문학,2023-02-24
  76    ,더블,정해연 (지은이) , 해피북스투유 ,2023-02-01,11200,4.5,소설/시/희곡,문학,2023-02-24
  77    ,하얼빈,김훈 (지은이) , 문학동네 ,2022-08-01,11200,4.5,소설/시/희곡,문학,2023-02-24
  78    ,이방인 (한글판),"알베르 카뮈 (지은이), 베스트트랜스 (옮긴이) ", 더클래식 ,2012-08-01,990,4.0,소설/시/희곡,문학,2023-02-24
  79    ,지구에서 한아뿐,정세랑 (지은이) , 난다 ,2019-08-01,9100,4.0,소설/시/희곡,문학,2023-02-24
  80    ,프로젝트 헤일메리,"앤디 위어 (지은이), 강동혁 (옮긴이) ", 알에이치코리아(RHK) ,2021-05-01,12950,5.0,소설/시/희곡,문학,2023-02-24
  81    ,어린 왕자 (한글판),"앙투안 드 생텍쥐페리 (지은이), 김미정 (옮긴이) ", 더클래식 ,2012-06-01,990,4.5,소설/시/희곡,문학,2023-02-24
  82    ,노인과 바다 (한글),"어니스트 헤밍웨이 (지은이), 이수정 (옮긴이) ", 더클래식 ,2012-11-01,990,4.0,소설/시/희곡,문학,2023-02-24
  83    ,사람은 무엇으로 사는가 (한글+영문),"레프 니콜라예비치 톨스토이 (지은이), 장영재 (옮긴이) ", 더클래식 ,2012-07-01,990,4.0,소설/시/희곡,문학,2023-02-24
  84    ,동물농장,"조지 오웰 (지은이), 신동운 (옮긴이) ", 스타북스 ,2020-04-01,990,4.5,소설/시/희곡,문학,2023-02-24
  85    ,인간실격 (한글판+영문판),"다자이 오사무 (지은이), 김소영 (옮긴이) ", 더클래식 ,2013-12-01,990,4.0,소설/시/희곡,문학,2023-02-24
  86    ,여자 없는 남자들,"무라카미 하루키 (지은이), 양윤옥 (옮긴이) ", 문학동네 ,2020-04-01,9700,4.5,소설/시/희곡,문학,2023-02-24
  87    ,햄릿 (한글+영문판),"윌리엄 셰익스피어 (지은이), 한우리 (옮긴이) ", 더클래식 ,2013-06-01,990,5.0,소설/시/희곡,문학,2023-02-24
  88    ,우중괴담,"미쓰다 신조 (지은이), 현정수 (옮긴이) ", 북로드 ,2022-12-01,11760,5.0,소설/시/희곡,문학,2023-02-24
  89    ,나주에 대하여,김화진 (지은이) , 문학동네 ,2022-11-01,10500,4.5,소설/시/희곡,문학,2023-02-24
  90    ,스토리텔링 바이블,"대니얼 조슈아 루빈 (지은이), 이한이 (옮긴이) ", 블랙피쉬 ,2020-12-01,16100,5.0,소설/시/희곡,문학,2023-02-24
  91    ,카라마조프가의 형제들 1 : 더클래식 세계문학 컬렉션 096,"표도르 도스토옙스키 (지은이), 장한 (옮긴이) ", 더클래식 ,2018-12-01,1490,5.0,소설/시/희곡,문학,2023-02-24
  92    ,왜 나는 너를 사랑하는가 (70만 부 기념 리커버),"알랭 드 보통 (지은이), 정영목 (옮긴이) ", 청미래 ,2022-11-01,9800,0.0,소설/시/희곡,문학,2023-02-24
  93    ,우리가 세상을 이해하길 멈출 때,"벵하민 라바투트 (지은이), 노승영 (옮긴이) ", 문학동네 ,2022-06-01,12000,4.5,소설/시/희곡,문학,2023-02-24
  94    ,[세트] 모방범 (총3권),"미야베 미유키 (지은이), 양억관 (옮긴이) ", 문학동네 ,2022-02-01,29100,0.0,소설/시/희곡,문학,2023-02-24
