순위,제목,저자,출판사,출간일,별점,장르
2260,나의 다정하고 무례한 엄마,이남옥 (지은이) , 라이프앤페이지 , 2020년 8월,5.0,좋은 부모
2261,"세 살, 이제 막 시작하는 육아",서천석 (지은이) , 김영사 , 2022년 4월,5.0,좋은 부모
2262,"아, 육아란 원래 이런 거구나!","마이클렌 다우클레프 (지은이), 이정민 (옮긴이) ", 시프 , 2022년 4월,5.0,좋은 부모
2263,신의진의 아이심리백과 : 5~6세 편 (30만 부 기념 최신 증보판),신의진 (지은이) , 메이븐 , 2020년 6월,5.0,좋은 부모
2264,초3보다 중요한 학년은 없습니다,해피이선생 (지은이) , 사람in , 2020년 11월,5.0,좋은 부모
2265,사랑받은 아이는 흔들리지 않는다,"웬디 토마스 러셀, 린다 해트필드, 타이 해트필드 (지은이) ", 빌리버튼 , 2022년 5월,5.0,좋은 부모
2266,우리 아이 괜찮아요 2 : 성장편,서천석 (지은이) , 예담Friend , 2015년 1월,0.0,좋은 부모
2267,"하루 10분, 엄마놀이",이임숙 (지은이) , 카시오페아 , 2016년 4월,4.5,좋은 부모
2268,아이를 위한 하루 한 줄 인문학,김종원 (지은이) , 청림Life , 2018년 12월,4.5,좋은 부모
2269,최강의 데이터 육아,"에밀리 오스터 (지은이), 노혜숙 (옮긴이) ", 부키 , 2022년 1월,5.0,좋은 부모
2270,엄마 심리 수업 2 : 실전편,윤우상 (지은이) , 심플라이프 , 2021년 5월,5.0,좋은 부모
2271,하루 5분 엄마 목소리,"정홍 (지은이), 김승연 (그림) ", 예담Friend , 2014년 7월,5.0,좋은 부모
2272,5차원 전면교육,원동연 (지은이) , 김영사 , 2017년 7월,5.0,좋은 부모
2273,나는 이렇게 세 딸을 하버드에 보냈다,심활경 (지은이) , 쌤앤파커스 , 2022년 9월,5.0,좋은 부모
2274,그 아이만의 단 한 사람,권영애 (지은이) , 아름다운사람들 , 2016년 9월,5.0,좋은 부모
2275,오늘 학교 어땠어?,초등샘Z (지은이) , 책나물 , 2022년 10월,5.0,좋은 부모
2276,국제 바칼로레아 IB가 답이다,"강유경, 김나윤 (지은이) ", 라온북 , 2020년 7월,4.5,좋은 부모
2277,하루 3줄 초등 글쓰기의 기적,윤희솔 (지은이) , 청림Life , 2020년 2월,4.5,좋은 부모
2278,기적의 아낫 바니엘 치유법,"아낫 바니엘 (지은이), 김윤희 (옮긴이) ", 센시오 , 2022년 6월,5.0,좋은 부모
2279,0~6세 똑소리나는 놀이백과,이민주 (지은이) , 시대인 , 2022년 6월,5.0,좋은 부모
2280,조금 느린 아이를 위한 발달놀이 육아법,"오카다 다카시, 시노하라 아야, 하야시 카나 (지은이), 황미숙 (옮긴이), 한경근 (감수) ", 예문아카이브 , 2015년 5월,0.0,좋은 부모
2281,개로 길러진 아이,"브루스 D. 페리, 마이아 샬라비츠 (지은이), 황정하 (옮긴이) ", 민음인 , 2019년 2월,5.0,좋은 부모
2282,영리한 아이가 위험하다,"마크 S. 뢰벤탈 (지은이), 박미경 (옮긴이) ", 웅진지식하우스 , 2012년 8월,4.5,좋은 부모
2283,초등 공부 습관 바이블,하유정 (지은이) , 한빛라이프 , 2022년 6월,5.0,좋은 부모
2284,0~7세 발달심리에 따른 책육아 실전 수업,장선영 (지은이) , 라이온북스 , 2022년 12월,5.0,좋은 부모
2285,적기교육,이기숙 (지은이) , 글담출판 , 2015년 9월,5.0,좋은 부모
2286,좋은 잠 처방전,"샤론 무어 (지은이), 함현주 (옮긴이) ", 유월사일 , 2020년 4월,5.0,좋은 부모
2287,엄마의 첫 공부,홍순범 (지은이) , 카시오페아 , 2022년 8월,5.0,좋은 부모
2288,"아기와 함께 10개월 잘 먹기, 태교음식","이지연 (지은이), 신종철, 남기선 (감수) ", 레시피팩토리 , 2021년 3월,5.0,좋은 부모
2289,우리 아이 잘 자라고 있나요?,허그맘 아동심리상담센터 (지은이) , 예담Friend , 2018년 11월,5.0,좋은 부모
2290,엄마 나는 똑똑해지고 있어요,천근아 (지은이) , 예담Friend , 2016년 9월,4.5,좋은 부모
2291,어휘력 10배 올리는 하루 10분 대화놀이,김지호 (지은이) , 길벗 , 2021년 9월,5.0,좋은 부모
2292,"왕이 된 자녀, 싸가지 코칭",이병준 (지은이) , 피톤치드 , 2021년 1월,5.0,좋은 부모
2293,한글로 5개국어 물려준 엄마이야기,"장춘화 (지은이), 김종성 (그림) ", 한GLO(한글로) , 2022년 10월,5.0,좋은 부모
2294,모든 아이는 특별하다,박혜란 (지은이) , 나무를심는사람들 , 2019년 5월,4.5,좋은 부모
2295,요즘 유대인의 단단 육아,"에이나트 나단 (지은이), 이경아 (옮긴이) ", 윌북 , 2021년 12월,5.0,좋은 부모
2296,감정조절 안 되는 아이와 이렇게 대화하기 시작했습니다,"노라 임라우 (지은이), 장혜경 (옮긴이) ", 김영사 , 2019년 12월,4.5,좋은 부모
2297,상처 주는 것도 습관이다,이임숙 (지은이) , 카시오페아 , 2014년 5월,5.0,좋은 부모
2298,창의력을 채우는 놀이 수학 : 도형편,장지은 (지은이) , 넥서스 , 2021년 12월,5.0,좋은 부모
2299,믿음 주는 부모 자존감 높은 아이,현승원 (지은이) , 시크릿하우스 , 2019년 8월,5.0,좋은 부모
2300,공부는 감정이다,노규식 (지은이) , 더부크 , 2016년 5월,4.5,좋은 부모
2301,곰브리치 세계사,"에른스트 H. 곰브리치 (지은이), 클리퍼드 하퍼 (그림), 박민수 (옮긴이) ", 비룡소 , 2016년 3월,4.5,청소년
2302,아몬드,손원평 (지은이) , 창비 , 2017년 3월,4.0,청소년
2303,코스모스,칼 세이건 (지은이) , 사이언스북스 , 2020년 2월,3.5,청소년
2304,나는 무조건 합격하는 공부만 한다,이윤규 (지은이) , 비즈니스북스 , 2019년 12월,4.0,청소년
2305,피타고라스 생각 수업,이광연 (지은이) , 유노라이프 , 2023년 1월,5.0,청소년
2306,페인트,이희영 (지은이) , 창비 , 2019년 4월,4.5,청소년
2307,논어 - 손 안의 고전,황종원 (지은이) , 서책 , 2013년 1월,4.5,청소년
2308,"필독서 따라잡기 : 총, 균, 쇠 (제레드 다이아몬드)",베리타스알파 편집국 (지은이) , 베리타스알파 , 2013년 11월,2.5,청소년
2309,해커스 그래머 게이트웨이 베이직 : 초보를 위한 기초 영문법 (Grammar Gateway Basic),David Cho (지은이) , 해커스어학연구소(Hackers) , 2022년 8월,5.0,청소년
2310,경제 뉴스가 그렇게 어렵습니까?,이상민 (지은이) , 빨간소금 , 2023년 1월,4.0,청소년
2311,지구에서 영어생활자로 살아남는 법,백애리 (지은이) , 그래도봄 , 2023년 2월,5.0,청소년
2312,기억 전달자,"로이스 로리 (지은이), 장은수 (옮긴이) ", 비룡소 , 2012년 7월,4.5,청소년
2313,세상에서 가장 짧은 한국사,김재원 (지은이) , 빅피시 , 2022년 6월,5.0,청소년
2314,2016-2022 아이엘츠 라이팅 족보,Max Seo (지은이) , 유페이퍼 , 2022년 12월,0.0,청소년
2315,세계 철학 필독서 50,"톰 버틀러 보던 (지은이), 이시은 (옮긴이) ", 센시오 , 2022년 12월,5.0,청소년
2316,철학통조림 달콤한 맛,"김용규 (지은이), 이우일 (그림) ", 주니어김영사 , 2016년 5월,4.5,청소년
2317,인권 인간은 어떤 권리를 가질까?,"은우근, 조셉 해리스 (지은이), 전국사회교사모임 (옮긴이) ", 내인생의책 , 2015년 5월,5.0,청소년
2318,왜 세계의 절반은 굶주리는가?,"우석훈, 장 지글러 (지은이), 유영미 (옮긴이) ", 갈라파고스 , 2016년 7월,4.5,청소년
2319,[필독서 따라잡기] 난장이가 쏘아올린 작은 공(조세희),베리타스알파 편집국 (지은이) , 베리타스알파 , 2012년 3월,0.0,청소년
2320,죽이고 싶은 아이,이꽃님 (지은이) , (주)우리학교 , 2021년 8월,4.5,청소년
2321,정재승의 과학 콘서트 (개정증보 2판),정재승 (지은이) , 어크로스 , 2020년 7월,4.5,청소년
2322,채근담 - 손 안의 고전,"홍응명 (지은이), 이성민 (옮긴이) ", 서책 , 2013년 1월,4.5,청소년
2323,수학 잘하는 아이는 이렇게 공부합니다,류승재 (지은이) , 블루무스 , 2021년 3월,4.5,청소년
2324,[필독서 따라잡기] 타인의 고통(수전 손택),베리타스알파 편집국 (지은이) , 베리타스알파 , 2012년 12월,0.0,청소년
2325,나만의 콘텐츠 만드는 법,황효진 (지은이) , 유유 , 2020년 8월,4.5,청소년
2326,죄와 벌 1 - 문예 세계문학선 107,"표도르 도스토옙스키 (지은이), 김학수 (옮긴이) ", 문예출판사 , 2013년 7월,4.5,청소년
2327,장애인과 함께 사는 법,백정연 (지은이) , 유유 , 2022년 4월,4.5,청소년
2328,나는 옐로에 화이트에 약간 블루 2,"브래디 미카코 (지은이), 김영현 (옮긴이) ", 다다서재 , 2022년 9월,5.0,청소년
2329,필독서 따라잡기 : 거대한 전환 (칼 폴라니),베리타스알파 편집국 (지은이) , 베리타스알파 , 2013년 9월,0.0,청소년
2330,우파니샤드 : 귓속말로 전하는 지혜 - 청소년 철학창고 02,이재숙 (엮은이) , 풀빛 , 2011년 11월,4.0,청소년
2331,아이엘츠 고득점을 위한 필수 단어 126,Max Seo (지은이) , 유페이퍼 , 2022년 8월,0.0,청소년
2332,수학 잘하는 아이를 만드는 초등수학 심화 공부법,류승재 (지은이) , 블루무스 , 2022년 9월,5.0,청소년
2333,나는 나를 돌봅니다,박진영 (지은이) , (주)우리학교 , 2021년 12월,5.0,청소년
2334,"피, 땀, 리셋","제이슨 슈라이어 (지은이), 권혜정 (옮긴이) ", 한빛미디어 , 2022년 8월,4.5,청소년
2335,그리스·로마 신화 2 : 정재승 추천 - 뇌과학을 중심으로 인간을 이해하는 12가지 키워드로 신화읽기,"메네라오스 스테파니데스, 정재승 (지은이) ", 파랑새 , 2022년 2월,5.0,청소년
2336,지금 당장 기후 토론,김추령 (지은이) , (주)우리학교 , 2022년 9월,5.0,청소년
2337,철학 콘서트 1 : 위대한 사상가 10인과 함께하는 철학의 대향연,"황광우 (지은이), 김동연 (그림) ", 생각정원 , 2017년 2월,5.0,청소년
2338,토익 파트5 암기문장 200,Dr. K (지은이) , 유페이퍼 , 2022년 12월,0.0,청소년
2339,"왜요, 기후가 어떤데요?","최원형 (지은이), 김예지 (그림) ", 동녘 , 2022년 6월,5.0,청소년
2340,의.치.한의학계열 진로 로드맵 : 심화편,"정유희, 안계정 (지은이) ", 미디어숲 , 2021년 3월,5.0,청소년
2341,스피드,권석 (지은이) , &(앤드) , 2022년 9월,4.0,청소년
2342,잠의 쓸모,"뮈리엘 플로랭 (지은이), 쥘리 레가레 (그림), 김수진 (옮긴이) ", 풀빛 , 2022년 12월,5.0,청소년
2343,꿈의 해석,"지크문트 프로이트 (지은이), 이환 (옮긴이) ", 돋을새김 , 2015년 8월,4.5,청소년
2344,사라진 소녀들의 숲,"허주은 (지은이), 유혜인 (옮긴이) ", (주)미디어창비 , 2022년 12월,4.5,청소년
2345,아름다운 아이,"R. J. 팔라시오 (지은이), 천미나 (옮긴이) ", 책과콩나무 , 2018년 9월,4.5,청소년
2346,체리새우: 비밀글입니다,황영미 (지은이) , 문학동네 , 2019년 1월,4.5,청소년
2347,세계를 건너 너에게 갈게,이꽃님 (지은이) , 문학동네 , 2021년 9월,4.5,청소년
2348,에밀,"장 자크 루소 (지은이), 이환 (옮긴이) ", 돋을새김 , 2015년 8월,4.0,청소년
2349,제주 4.3을 묻는 너에게,허영선 (지은이) , 서해문집 , 2018년 4월,4.5,청소년
2350,동물들의 위대한 법정,"장 뤽 포르케 (지은이), 야체크 워즈니악 (그림), 장한라 (옮긴이) ", 서해문집 , 2022년 10월,5.0,청소년
2351,유진과 유진,이금이 (지은이) , 밤티 , 2021년 2월,4.5,청소년
2352,훌훌,문경민 (지은이) , 문학동네 , 2022년 2월,5.0,청소년
2353,이토록 공부가 재미있어지는 순간 (10만 부 기념 스페셜 에디션),박성혁 (지은이) , 다산북스 , 2020년 7월,5.0,청소년
2354,위대한 과학 고전 30권을 1권으로 읽는 책,김성근 (지은이) , 빅피시 , 2022년 9월,5.0,청소년
2355,독고솜에게 반하면,허진희 (지은이) , 문학동네 , 2020년 2월,4.5,청소년
2356,과학혁명의 구조,"토머스 새뮤얼 쿤 (지은이), 홍성욱, 김명자 (옮긴이) ", 까치 , 2015년 8월,3.5,청소년
2357,국가론,"플라톤 (지은이), 이환 (옮긴이) ", 돋을새김 , 2015년 8월,4.5,청소년
2358,있지만 없는 아이들,"은유 (지은이), 국가인권위원회 (기획) ", 창비 , 2021년 8월,4.5,청소년
2359,7번 읽기 공부법,"야마구치 마유 (지은이), 류두진 (옮긴이) ", 위즈덤하우스 , 2015년 4월,4.5,청소년
2360,세계는 왜 싸우는가,김영미 (지은이) , 김영사 , 2019년 7월,5.0,청소년
2361,위로의 미술관,진병관 (지은이) , 빅피시 , 2022년 8월,5.0,청소년
2362,우리말 어휘력 사전,박영수 (지은이) , 유유 , 2022년 3월,5.0,청소년
2363,교과서 시 정본 해설,이숭원 (지은이) , 휴먼앤북스(Human&Books) , 2011년 5월,4.5,청소년
2364,엄마 심리 수업 : 엄마의 무의식이 아이를 키운다,윤우상 (지은이) , 심플라이프 , 2019년 5월,5.0,청소년
2365,대학·중용 - 손 안의 고전,황종원 (옮긴이) , 서책 , 2013년 1월,5.0,청소년
2366,[필독서 따라잡기] 감시와 처벌(미셸 푸코),베리타스알파 편집국 (지은이) , 베리타스알파 , 2012년 3월,0.0,청소년
2367,썬킴의 세계사 완전 정복,썬킴 (지은이) , 알에이치코리아(RHK) , 2022년 8월,5.0,청소년
2368,일기 쓰는 법,조경국 (지은이) , 유유 , 2022년 2월,4.5,청소년
2369,빌 브라이슨 언어의 탄생,"빌 브라이슨 (지은이), 박중서 (옮긴이) ", 유영 , 2021년 7월,4.5,청소년
2370,1페이지 한국사 365,심용환 (지은이) , 빅피시 , 2021년 8월,4.5,청소년
2371,박시백의 조선왕조실록,박시백 (지은이) , 휴머니스트 , 2015년 8월,4.5,청소년
2372,합격 공식,최하은 (지은이) , 클랩북스 , 2022년 10월,4.5,청소년
2373,열 문장 쓰는 법 : 못 쓰는 사람에서 쓰는 사람으로,김정선 (지은이) , 유유 , 2020년 3월,4.0,청소년
2374,맹자 1 - 손 안의 고전,황종원 (옮긴이) , 서책 , 2013년 1월,4.0,청소년
2375,파인만 씨 농담도 잘하시네 2,"리처드 파인만 (지은이), 김희봉 (옮긴이) ", 사이언스북스 , 2014년 7월,4.5,청소년
2376,환경과 생태 쫌 아는 10대,"최원형 (지은이), 방상호 (그림) ", 풀빛 , 2019년 8월,4.5,청소년
2377,죄와 벌 2 - 문예 세계문학선 108,"표도르 도스토옙스키 (지은이), 김학수 (옮긴이) ", 문예출판사 , 2013년 7월,4.0,청소년
2378,맹자 2 - 손 안의 고전,황종원 (옮긴이) , 서책 , 2013년 1월,5.0,청소년
2379,행운이 너에게 다가오는 중,이꽃님 (지은이) , 문학동네 , 2020년 11월,4.5,청소년
2380,우리의 정원,김지현 (지은이) , 사계절 , 2022년 9월,5.0,청소년
2381,가짜 모범생,손현주 (지은이) , 특별한서재 , 2021년 11월,4.5,청소년
2382,고릴라는 핸드폰을 미워해,박경화 (지은이) , 북센스 , 2015년 9월,4.5,청소년
2383,오백 년째 열다섯,김혜정 (지은이) , 위즈덤하우스 , 2022년 4월,5.0,청소년
2384,수학은 어렵지만 미적분은 알고 싶어,"요비노리 다쿠미 (지은이), 이지호 (옮긴이) ", 한즈미디어 , 2021년 7월,5.0,청소년
2385,영한대역 한여름 밤의 꿈 (A Midsummer Night’s Dream),"넥서스콘텐츠개발팀 (엮은이), 윌리엄 셰익스피어 (원작) ", 넥서스 , 2011년 11월,5.0,청소년
2386,유튜브에 빠진 너에게,구본권 (지은이) , 북트리거 , 2021년 8월,4.5,청소년
2387,개를 훔치는 완벽한 방법 (리커버),"바바라 오코너 (지은이), 신선해 (옮긴이) ", 놀 , 2020년 1월,4.5,청소년
2388,[필독서 따라잡기] 오래된 미래(헬레나 노르베리 호지),베리타스알파 편집국 (지은이) , 베리타스알파 , 2012년 3월,0.0,청소년
2389,한 권으로 끝내는 중학수학 개념83,"하지연 (지은이), 문진록 (그림), 배수경 (감수) ", 동아엠앤비 , 2019년 7월,5.0,청소년
2390,중고등학교 물리,"아이뉴턴 편집부 (지은이), 와다 스미오 (감수), 나카지마 히데토, 시미즈 아키라 ", 아이뉴턴(뉴턴코리아) , 2019년 7월,5.0,청소년
2391,"전교 꼴찌, 270일 만에 의대생이 된 공부 비법",김현수 (지은이) , 북스고 , 2019년 11월,4.0,청소년
2392,미디어 리터러시 쫌 아는 10대,"금준경 (지은이), 방상호 (그림) ", 풀빛 , 2021년 11월,5.0,청소년
2393,구미호 식당,박현숙 (지은이) , 특별한서재 , 2018년 7월,4.0,청소년
2394,천장형 시스템 에어컨 4way 분해 세척 메뉴얼,채일권 (지은이) , 유페이퍼 , 2022년 3월,0.0,청소년
2395,허구의 삶,이금이 (지은이) , 문학동네 , 2019년 11월,5.0,청소년
2396,기후 변화 쫌 아는 10대,이지유 (지은이) , 풀빛 , 2021년 8월,5.0,청소년
2397,아이엘츠 라이팅 브레인스토밍 이렇게 하자!,Max Seo (지은이) , 유페이퍼 , 2022년 7월,5.0,청소년
2398,학생이 배우고 익히는 법 15 : 무엇을 어떻게 공부할까 - 수학,리처드 샌드윅 저/이정자 역 (지은이) , 유유 , 2018년 10월,0.0,청소년
