aladin_순위,제목,aladin_저자,aladin_출판사,aladin_출간일,aladin_평점,aladin_장르,상명대학교_학술정보관_장르,aladin_가격
  26    ,조금 느린 아이를 위한 발달놀이 육아법,"오카다 다카시, 시노하라 아야, 하야시 카나 (지은이), 황미숙 (옮긴이), 한경근 (감수) ", 예문아카이브 ,2015-05-01,0.0,좋은 부모,가정/생활,12640
  27    ,적당히 육아법,황미숙 (옮긴이) , 웅진리빙하우스 ,2020-03-01,5.0,좋은 부모,가정/생활,11200
  28    ,베싸육아,박정은 (지은이) , 래디시 ,2023-02-01,5.0,좋은 부모,가정/생활,15400
  29    ,천재가 될 수밖에 없었던 아이들의 드라마,"앨리스 밀러 (지은이), 노선정 (옮긴이) ", 양철북 ,2023-03-01,4.5,좋은 부모,가정/생활,9800
  30    ,내 아이의 강점지능,"곽윤정, 강민수, 이지혜, 엄채윤 (지은이) ", 21세기북스 ,2013-02-01,5.0,좋은 부모,가정/생활,12800
  31    ,4~7세보다 중요한 시기는 없습니다,이임숙 (지은이) , 카시오페아 ,2021-08-01,5.0,좋은 부모,가정/생활,11200
  32    ,스카이 버스,분당강쌤 (지은이) , 다산에듀 ,2023-01-01,5.0,좋은 부모,가정/생활,12600
  33    ,신의진의 아이심리백과 : 0~2세 편 (30만 부 기념 최신 증보판),신의진 (지은이) , 메이븐 ,2020-06-01,5.0,좋은 부모,가정/생활,10000
  34    ,불안한 엄마 무관심한 아빠,오은영 (지은이) , 김영사 ,2021-04-01,5.0,좋은 부모,가정/생활,11070
  35    ,칼 비테의 자녀교육 불변의 법칙,"칼 비테 (지은이), 베스트트랜스 (옮긴이) ", MIREDU(미르에듀) ,2011-09-01,4.5,좋은 부모,가정/생활,490
  36    ,임포스터,리사 손 (지은이) , 21세기북스 ,2022-01-01,5.0,좋은 부모,가정/생활,14400
  37    ,우리 아이 괜찮아요 1 : 마음편,서천석 (지은이) , 예담Friend ,2014-11-01,5.0,좋은 부모,가정/생활,6930
  38    ,당황하지 않고 웃으면서 아들 성교육 하는 법,손경이 (지은이) , 다산에듀 ,2018-03-01,3.5,좋은 부모,가정/생활,9800
  39    ,메타인지 학습법,리사 손 (지은이) , 21세기북스 ,2019-07-01,4.5,좋은 부모,가정/생활,14400
  40    ,나는 내가 좋은 엄마인 줄 알았습니다,"앤절린 밀러 (지은이), 이미애 (옮긴이) ", 윌북 ,2020-03-01,5.0,좋은 부모,가정/생활,9900
  41    ,작은 변화에도 걱정이 많아지는 예비 엄마들에게,전종관 (지은이) , 시공사 ,2021-12-01,5.0,좋은 부모,가정/생활,12600
  42    ,문해력 수업,전병규 (지은이) , 알에이치코리아(RHK) ,2021-09-01,4.5,좋은 부모,가정/생활,11200
  43    ,신의진의 아이심리백과 : 3~4세 편 (30만 부 기념 최신 증보판),신의진 (지은이) , 메이븐 ,2020-06-01,5.0,좋은 부모,가정/생활,10000
  44    ,믿는 만큼 자라는 아이들,박혜란 (지은이) , 나무를심는사람들 ,2019-10-01,5.0,좋은 부모,가정/생활,9660
  45    ,베이비 몬테소리 육아대백과,"시모네 데이비스, 주니파 우조다이크 (지은이), 조은경 (옮긴이) ", 키출판사 ,2021-07-01,5.0,좋은 부모,가정/생활,11900
  46    ,완전학습 바이블,임작가 (지은이) , 다산에듀 ,2020-08-01,4.5,좋은 부모,가정/생활,11900
  47    ,감각 통합 놀이,"석경아, 변미선, 강은선 (지은이) ", 소울하우스 ,2021-05-01,5.0,좋은 부모,가정/생활,10500
  48    ,틀 밖에서 놀게 하라,김경희 (지은이) , 쌤앤파커스 ,2020-08-01,4.5,좋은 부모,가정/생활,12460
  49    ,영혼이 강한 아이로 키워라,조선미 (지은이) , 쌤앤파커스 ,2017-06-01,5.0,좋은 부모,가정/생활,9800
  50    ,10대 놀라운 뇌 불안한 뇌 아픈 뇌,김붕년 (지은이) , (주)대성 ,2021-08-01,5.0,좋은 부모,가정/생활,9400
  51    ,아이 마음에 상처 주지 않는 습관,이다랑(그로잉맘) (지은이) , 길벗 ,2019-05-01,4.5,좋은 부모,가정/생활,10500
  52    ,다시 아이를 키운다면 (개정판),박혜란 (지은이) , 나무를심는사람들 ,2019-05-01,4.5,좋은 부모,가정/생활,9660
  53    ,아이의 진짜 마음도 모르고 혼내고 말았다,"모나 델라후크 (지은이), 서은경 (옮긴이) ", 웅진지식하우스 ,2022-08-01,4.5,좋은 부모,가정/생활,12600
  54    ,나의 다정하고 무례한 엄마,이남옥 (지은이) , 라이프앤페이지 ,2020-08-01,5.0,좋은 부모,가정/생활,10500
  55    ,초3보다 중요한 학년은 없습니다,해피이선생 (지은이) , 사람in ,2020-11-01,5.0,좋은 부모,가정/생활,10500
  56    ,"부모의 말, 아이의 뇌","데이나 서스킨드, 베스 서스킨드, 레슬리 르윈터-서스킨드 (지은이) ", 부키 ,2022-12-01,5.0,좋은 부모,가정/생활,13000
  57    ,집에서 하는 몬테소리 놀이 150,"실비 데스클레브, 노에미 데스클레브 (지은이), 안광순 (옮긴이) ", 유아이북스 ,2018-09-01,4.5,좋은 부모,가정/생활,10500
  58    ,우리 아이 괜찮아요 2 : 성장편,서천석 (지은이) , 예담Friend ,2015-01-01,0.0,좋은 부모,가정/생활,6930
  59    ,신의진의 아이심리백과 : 5~6세 편 (30만 부 기념 최신 증보판),신의진 (지은이) , 메이븐 ,2020-06-01,5.0,좋은 부모,가정/생활,10000
  60    ,최강의 데이터 육아,"에밀리 오스터 (지은이), 노혜숙 (옮긴이) ", 부키 ,2022-01-01,5.0,좋은 부모,가정/생활,12500
  61    ,아이를 위한 하루 한 줄 인문학,김종원 (지은이) , 청림Life ,2018-12-01,4.5,좋은 부모,가정/생활,10100
  62    ,하루 5분 엄마 목소리,"정홍 (지은이), 김승연 (그림) ", 예담Friend ,2014-07-01,5.0,좋은 부모,가정/생활,11200
  63    ,예민한 아이 육아법은 따로 있다,"나타샤 대니얼스 (지은이), 양원정 (옮긴이) ", 카시오페아 ,2021-02-01,4.0,좋은 부모,가정/생활,12250
  64    ,신의진의 아이심리백과 : 초등저학년 편,걷는나무 ,,2012-03-01,5.0,좋은 부모,가정/생활,9800
  65    ,하루 5분 언어 자극 놀이 120,"장재진 (지은이), 임소희 (그림) ", 카시오페아 ,2022-12-01,5.0,좋은 부모,가정/생활,14000
  66    ,엄마들만 아는 세계,정우열 (지은이) , 서랍의날씨 ,2021-04-01,4.0,좋은 부모,가정/생활,10000
  67    ,엄마 심리 수업 2 : 실전편,윤우상 (지은이) , 심플라이프 ,2021-05-01,5.0,좋은 부모,가정/생활,11500
  68    ,나는 이렇게 세 딸을 하버드에 보냈다,심활경 (지은이) , 쌤앤파커스 ,2022-09-01,5.0,좋은 부모,가정/생활,12250
  69    ,수학원리를 제대로 배운 아이는 쉽게 계산합니다,차지혜 (지은이) , 블루무스 ,2022-04-01,4.5,좋은 부모,가정/생활,11550
  70    ,초등 자기조절능력의 힘,신동원 (지은이) , 길벗 ,2021-07-01,5.0,좋은 부모,가정/생활,10500
  71    ,장유경의 아이 놀이 백과 : 0~2세 아동발달심리학자가 전하는 융복합 놀이 103,장유경 (지은이) , 북폴리오 ,2015-09-01,0.0,좋은 부모,가정/생활,10800
  72    ,엄마표 다개국어 : 어떤 언어든 다 통하는 외국어 교육 로드맵,이지나 (지은이) , 지식너머 ,2018-07-01,5.0,좋은 부모,가정/생활,12600
  73    ,아이 마음을 읽는 단어,새벽달(남수진) (지은이) , 청림Life ,2019-09-01,4.5,좋은 부모,가정/생활,9800
  74    ,0~6세 똑소리나는 놀이백과,이민주 (지은이) , 시대인 ,2022-06-01,5.0,좋은 부모,가정/생활,11200
  75    ,느리고 서툰 아이 몸놀이가 정답이다,김승언 (지은이) , 서사원 ,2022-03-01,5.0,좋은 부모,가정/생활,13000
  76    ,오늘 학교 어땠어?,초등샘Z (지은이) , 책나물 ,2022-10-01,5.0,좋은 부모,가정/생활,11000
  77    ,자녀교육 베스트100,"가토 노리코 (지은이), 윤지나 (옮긴이) ", 서사원 ,2021-08-01,5.0,좋은 부모,가정/생활,13000
  78    ,대치동 수학 공부의 비밀,고대원 (지은이) , 길벗 ,2021-01-01,5.0,좋은 부모,가정/생활,11200
  79    ,영리한 아이가 위험하다,"마크 S. 뢰벤탈 (지은이), 박미경 (옮긴이) ", 웅진지식하우스 ,2012-08-01,4.5,좋은 부모,가정/생활,9450
  80    ,공부는 감정이다,노규식 (지은이) , 더부크 ,2016-05-01,4.5,좋은 부모,가정/생활,9660
  81    ,개로 길러진 아이,"브루스 D. 페리, 마이아 샬라비츠 (지은이), 황정하 (옮긴이) ", 민음인 ,2019-02-01,5.0,좋은 부모,가정/생활,11200
  82    ,슬기로운 난임생활,김여희 (지은이) , 이담북스 ,2020-12-01,5.0,좋은 부모,가정/생활,10500
  83    ,그 아이만의 단 한 사람,권영애 (지은이) , 아름다운사람들 ,2016-09-01,5.0,좋은 부모,가정/생활,14000
  84    ,맘스 잉글리시 : 상황별 생활영어,"최혜림, 김우선, 이은별 (지은이), Jay Waters (감수) ", 넥서스 ,2015-01-01,4.5,좋은 부모,가정/생활,1900
  85    ,우리 아이 잘 자라고 있나요?,허그맘 아동심리상담센터 (지은이) , 예담Friend ,2018-11-01,5.0,좋은 부모,가정/생활,13860
  86    ,하루 3줄 초등 글쓰기의 기적,윤희솔 (지은이) , 청림Life ,2020-02-01,4.5,좋은 부모,가정/생활,10100
  87    ,미니멀 육아의 행복,"크리스틴 고, 아샤 돈페스트 (지은이), 곽세라 (옮긴이) ", 북하우스 ,2015-04-01,4.5,좋은 부모,가정/생활,11200
  88    ,엄마의 첫 공부,홍순범 (지은이) , 카시오페아 ,2022-08-01,5.0,좋은 부모,가정/생활,11760
  89    ,한글로 5개국어 물려준 엄마이야기,"장춘화 (지은이), 김종성 (그림) ", 한GLO(한글로) ,2022-10-01,5.0,좋은 부모,가정/생활,9700
  90    ,"아기와 함께 10개월 잘 먹기, 태교음식","이지연 (지은이), 신종철, 남기선 (감수) ", 레시피팩토리 ,2021-03-01,5.0,좋은 부모,가정/생활,12460
  91    ,어휘력 10배 올리는 하루 10분 대화놀이,김지호 (지은이) , 길벗 ,2021-09-01,5.0,좋은 부모,가정/생활,10360
  92    ,모든 아이는 특별하다,박혜란 (지은이) , 나무를심는사람들 ,2019-05-01,4.5,좋은 부모,가정/생활,9660
  93    ,상처 주는 것도 습관이다,이임숙 (지은이) , 카시오페아 ,2014-05-01,5.0,좋은 부모,가정/생활,11000
  94    ,감정조절 안 되는 아이와 이렇게 대화하기 시작했습니다,"노라 임라우 (지은이), 장혜경 (옮긴이) ", 김영사 ,2019-12-01,4.5,좋은 부모,가정/생활,9270
  95    ,특별한 아이에서 평범한 아이로,"권현정, 이은창 (지은이) ", 캥거루북스 ,2022-07-01,5.0,좋은 부모,가정/생활,10500
  96    ,오픈도어,"김승언 (지은이), 안동현 (감수) ", 한언출판사 ,2019-07-01,4.5,좋은 부모,가정/생활,8900
  97    ,믿음 주는 부모 자존감 높은 아이,현승원 (지은이) , 시크릿하우스 ,2019-08-01,5.0,좋은 부모,가정/생활,9800
  98    ,디팩 초프라의 부모 수업,"디팩 초프라 (지은이), 구승준 (옮긴이) ", 한문화 ,2019-06-01,4.5,좋은 부모,가정/생활,9100
  99    ,균형 육아,정우열 (지은이) , 팬덤북스 ,2017-07-01,5.0,좋은 부모,가정/생활,10000
  100    ,대치동 독서법,"박노성, 여성오 (지은이) ", 일상과이상 ,2020-06-01,5.0,좋은 부모,가정/생활,9000
  1    ,챗GPT,반병현 (지은이) , 생능북스 ,2023-02-01,5.0,좋은 부모,컴퓨터/인터넷,11000
  2    ,모던 자바스크립트 Deep Dive,이웅모 (지은이) , 위키북스 ,2021-01-01,5.0,좋은 부모,컴퓨터/인터넷,31500
  3    ,마케팅 설계자,"러셀 브런슨 (지은이), 이경식 (옮긴이) ", 윌북 ,2022-12-01,5.0,좋은 부모,컴퓨터/인터넷,17360
  4    ,진짜 쓰는 실무 엑셀,오빠두(전진권) (지은이) , 제이펍 ,2022-09-01,5.0,좋은 부모,컴퓨터/인터넷,14700
  5    ,AI 2041,"리카이푸, 천치우판 (지은이), 이현 (옮긴이) ", 한빛비즈 ,2023-01-01,5.0,좋은 부모,컴퓨터/인터넷,20860
  6    ,면접을 위한 CS 전공지식 노트,주홍철 (지은이) , 길벗 ,2022-05-01,4.5,좋은 부모,컴퓨터/인터넷,16800
  7    ,IT 5분 잡학사전,"니꼴라스, 배지현 (지은이) ", 이지스퍼블리싱 (주) ,2022-10-01,5.0,좋은 부모,컴퓨터/인터넷,10000
  8    ,Do it! 리액트 모던 웹 개발 with 타입스크립트,전예홍 (지은이) , 이지스퍼블리싱 (주) ,2023-01-01,5.0,좋은 부모,컴퓨터/인터넷,28000
  9    ,비전공자를 위한 이해할 수 있는 IT 지식,최원영 (지은이) , T.W.I.G(티더블유아이지)(주) ,2021-04-01,4.0,좋은 부모,컴퓨터/인터넷,10800
  10    ,혼자 공부하는 컴퓨터 구조 + 운영체제,강민철 (지은이) , 한빛미디어 ,2022-08-01,5.0,좋은 부모,컴퓨터/인터넷,20160
  11    ,이지패스 2023 ADsP 데이터분석 준전문가 (수험서 앱 제공),"전용문, 박현민 (지은이) ", 위키북스 ,2023-01-01,5.0,좋은 부모,컴퓨터/인터넷,19600
  12    ,러닝 타입스크립트,"조시 골드버그 (지은이), 고승원 (옮긴이) ", 한빛미디어 ,2023-01-01,0.0,좋은 부모,컴퓨터/인터넷,18720
  13    ,클린 코드 Clean Code,"로버트 C. 마틴 (지은이), 이해영, 박재호 (옮긴이) ", 인사이트 ,2020-08-01,5.0,좋은 부모,컴퓨터/인터넷,26400
  14    ,이것이 취업을 위한 코딩 테스트다 with 파이썬,나동빈 (지은이) , 한빛미디어 ,2020-09-01,5.0,좋은 부모,컴퓨터/인터넷,24480
  15    ,혼자 해도 프로 작가처럼 잘 그리는 아이패드 드로잉 with 프로크리에이트,빨간고래(박정아) (지은이) , 한빛미디어 ,2022-06-01,5.0,좋은 부모,컴퓨터/인터넷,15840
  16    ,혼자 공부하는 데이터 분석 with 파이썬,박해선 (지은이) , 한빛미디어 ,2023-01-01,5.0,좋은 부모,컴퓨터/인터넷,18720
  17    ,Do it! 깡샘의 안드로이드 앱 프로그래밍 with 코틀린 (개정 2판),강성윤 (지은이) , 이지스퍼블리싱 ,2022-12-01,4.5,좋은 부모,컴퓨터/인터넷,28000
  18    ,일 잘하는 디자이너,"시부야 료이치(파치파치 디자인) (지은이), 안동현 (옮긴이) ", 이지스퍼블리싱 ,2023-02-01,5.0,좋은 부모,컴퓨터/인터넷,11000
  19    ,이펙티브 자바,"조슈아 블로크 (지은이), 개앞맵시 (옮긴이) ", 인사이트 ,2020-07-01,5.0,좋은 부모,컴퓨터/인터넷,28000
  20    ,한 권으로 읽는 컴퓨터 구조와 프로그래밍,"조너선 스타인하트 (지은이), 오현석 (옮긴이) ", 책만 ,2021-06-01,4.0,좋은 부모,컴퓨터/인터넷,28000
  21    ,Do it! 알고리즘 코딩 테스트 - 자바 편,김종관 (지은이) , 이지스퍼블리싱 (주) ,2022-04-01,4.0,좋은 부모,컴퓨터/인터넷,22000
  22    ,도메인 주도 개발 시작하기,최범균 (지은이) , 한빛미디어 ,2022-04-01,5.0,좋은 부모,컴퓨터/인터넷,20160
  23    ,"눈치껏 못 배웁니다, 일센스",공여사들 (지은이) , 21세기북스 ,2021-05-01,5.0,좋은 부모,컴퓨터/인터넷,12800
  24    ,Do it! 스위프트로 아이폰 앱 만들기 입문,"송호정, 이범근 (지은이) ", 이지스퍼블리싱 ,2023-01-01,5.0,좋은 부모,컴퓨터/인터넷,23000
  25    ,혼자 공부하는 머신러닝 + 딥러닝,박해선 (지은이) , 한빛미디어 ,2020-12-01,5.0,좋은 부모,컴퓨터/인터넷,18720
  26    ,가상 면접 사례로 배우는 대규모 시스템 설계 기초,"알렉스 쉬 (지은이), 이병준 (옮긴이) ", 인사이트 ,2021-08-01,4.0,좋은 부모,컴퓨터/인터넷,19200
  27    ,객체지향의 사실과 오해,조영호 (지은이) , 위키북스 ,2021-07-01,4.5,좋은 부모,컴퓨터/인터넷,15000
  28    ,파이썬 알고리즘 인터뷰,"박상길 (지은이), 정진호 (그림) ", 책만 ,2020-10-01,5.0,좋은 부모,컴퓨터/인터넷,30400
  29    ,혼자 공부하는 파이썬,윤인성 (지은이) , 한빛미디어 ,2022-05-01,5.0,좋은 부모,컴퓨터/인터넷,15840
  30    ,구글 엔지니어는 이렇게 일한다,"타이터스 윈터스, 톰 맨쉬렉, 하이럼 라이트 (지은이) ", 한빛미디어 ,2022-05-01,5.0,좋은 부모,컴퓨터/인터넷,32400
  31    ,Real MySQL 8.0 1,"이성욱, 백은빈 (지은이) ", 위키북스 ,2021-12-01,4.0,좋은 부모,컴퓨터/인터넷,22000
  32    ,혼자 공부하는 얄팍한 코딩 지식,고현민 (지은이) , 한빛미디어 ,2022-05-01,5.0,좋은 부모,컴퓨터/인터넷,12960
  33    ,이것이 자바다,신용권 (지은이) , 한빛미디어 ,2022-09-01,4.5,좋은 부모,컴퓨터/인터넷,25920
  34    ,혼자 공부하는 자바,신용권 (지은이) , 한빛미디어 ,2021-07-01,4.5,좋은 부모,컴퓨터/인터넷,17280
  35    ,그림으로 이해하는 AWS 구조와 기술,"오가사와라 시게타카 (지은이), 성창규 (옮긴이) ", 길벗 ,2021-07-01,4.5,좋은 부모,컴퓨터/인터넷,14400
  36    ,코어 자바스크립트,정재남 (지은이) , 위키북스 ,2020-02-01,4.5,좋은 부모,컴퓨터/인터넷,15400
  37    ,Real MySQL 8.0 2,"이성욱, 백은빈 (지은이) ", 위키북스 ,2021-12-01,4.0,좋은 부모,컴퓨터/인터넷,24000
  38    ,Do it! 조코딩의 프로그래밍 입문,"김형태, 조동근(조코딩) (지은이) ", 이지스퍼블리싱 (주) ,2022-07-01,5.0,좋은 부모,컴퓨터/인터넷,12000
  39    ,네이버 블로그로 돈 벌기,김동석 (지은이) , 한빛미디어 ,2021-10-01,4.5,좋은 부모,컴퓨터/인터넷,11520
  40    ,Do it! BERT와 GPT로 배우는 자연어 처리 : 트랜스포머 핵심 원리와 허깅페이스 패키지 활용법,이기창 (지은이) , 이지스퍼블리싱 (주) ,2021-12-01,5.0,좋은 부모,컴퓨터/인터넷,14000
